model,kind,count,latencyMeanSec,latencyRawMeanSec,latencyMedianSec,queueMeanSec,serviceMeanSec,serviceRawMeanSec,serviceMedianSec,serviceStdSec,serviceCv,localNetworkCompensationMeanSec
DPKI,intra-on-chain,300,0.12272185180844614,0.12272185180844614,0.11672754999995232,0.0010968904737805253,0.12162496133466562,0.12162496133466562,0.11580689999461174,0.031029752063155152,0.2551265112247237,0.0
PKI,intra-pki,300,0.05940086238610772,0.05651578482610772,0.053625,0.0006588861592887891,0.05874197622681894,0.05585689866681894,0.05293205001950264,0.010831688830807444,0.19391855060585142,0.00288507756
