model,kind,count,meanMs,stdMs,cv,cvGapToExp,expKs,p50EmpMs,p50ExpMs,p50AbsErrMs,p90EmpMs,p90ExpMs,p90AbsErrMs,p95EmpMs,p95ExpMs,p95AbsErrMs,maxMs,p99Ms
DPKI,intra-on-chain,300,121.62496133466561,31.029752063155147,0.25512651122472363,0.7448734887752764,0.44979756869695364,115.80689999461174,84.30399903483583,31.502900959775914,162.34320001006125,280.05182290517826,117.708622895117,177.95399499237539,364.3558219400139,186.40182694763854,235.7921999692917,216.18695003926751
PKI,intra-pki,300,55.856898666818935,10.831688830807444,0.19391855060585145,0.8060814493941486,0.5208832713428008,52.93205001950264,38.71705182572811,14.214998193774527,69.85847004055977,128.61526221109628,58.756792170536514,75.84232998788359,167.33231403682433,91.48998404894074,112.66699999570848,86.11986196994779
