model,kind,count,latencyMeanSec,latencyRawMeanSec,latencyMedianSec,queueMeanSec,serviceMeanSec,serviceRawMeanSec,serviceMedianSec,serviceStdSec,serviceCv,localNetworkCompensationMeanSec
DPKI,management,100,0.3601074119997024,0.3601074119997024,0.2678489499986172,1.1939999163150741e-05,0.3600954720005393,0.3600954720005393,0.26784260000288485,0.34015159710764187,0.9446150356123679,0.0
PKI,management,100,0.2816990340000391,0.2816990340000391,0.20386115001142024,0.00997805800050497,0.2717209759995341,0.2717209759995341,0.20383710001409053,0.2104415505396147,0.7744766474708067,0.0
