epsilon,model,E_T,completed,onChainCount,offChainCount,crossDomainCount,managementCount,actualOnChainRatio,actualOffChainRatio,actualCrossDomainRatio,actualManagementRatio,arrivalSpanSec,targetLambdaOffchain,targetLambdaOnchain,observedLambdaOffchain,observedLambdaOnchain,avgLatencyMs,avgLatencyRawMs,avgQueueMs,avgServiceMs,avgServiceRawMs,avgOffchainProofMs,avgPkiChainVerifyMs,PKI_sim_raw,pkiNetworkCompensationSec,pkiNetworkCompensationMs,pkiAuthNetworkSetupMs,pkiOcspNetworkRttMs,pkiAuthCount,pkiOcspCount,chainTxCount,chainBlockCount,avgTxPerChainBlock,maxTxPerChainBlock,gasUsed
0.1,DPKI,0.06329869985580444,2,0,2,0,0,0,1,0,0,0.040295551145552964,5.832000000000001,2.168,49.63327074931251,0,63.29869985580444,63.29869985580444,0,63.29869985580444,63.29869985580444,63.29869985580444,0,,0,0,0,0,0,0,0,0,0,0,0
