M,epsilon,DPKI_sim,PKI_sim,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho,lambdaTotalMeasured,pManageMeasured,gammaOnChainMeasured,qManageMeasured,muModelOffchainAuthMeasured,lambdaBlockMeasured,serviceCAs,pkiMuPrimaryAuthMeasured,pkiQManageMeasured,pkiMuCrossExtraCertificateMeasured,dpkiQueueReplaySec,pkiQueueReplaySec,pkiNetworkCompensationSec,calibrationScope
2.0,0.1,0.42603003179874877,5.242992159720778,0.5313184178974407,0.4754397913295885,inf,1.037092168503888,5.870066599793584,0.106,0.29826732673267325,0.6364492138541848,4.465091661777351,27.468793169281195,2,3.3269664234684626,0.3764451976076854,3.3269664234684626,0.17958560029855225,4.881555383162118,0.00298487155857,controlled-replay-from-M4-real-samples
3.0,0.1,0.414729298387676,1.1676454369095521,0.5135243723410519,0.4576457457731996,1.3745420955436622,0.6913947790025922,5.870066599793584,0.106,0.29826732673267325,0.6364492138541848,4.465091661777351,27.468793169281195,3,3.3269664234684626,0.3764451976076854,3.3269664234684626,0.16828486688747954,0.8062086603508914,0.00298487155857,controlled-replay-from-M4-real-samples
4.0,0.1,0.4134291911967356,0.6588304133968327,0.5114051960982319,0.4555265695303796,0.8861367072825153,0.518546084251944,5.870066599793584,0.106,0.29826732673267325,0.6364492138541848,4.465091661777351,27.468793169281195,4,3.3269664234684626,0.3764451976076854,3.3269664234684626,0.16698475969653914,0.2973936368381722,0.00298487155857,controlled-replay-from-M4-real-samples
5.0,0.1,0.4134291911967356,0.5764608120350126,0.5111495044688007,0.4552708779009485,0.7315906215323518,0.41483686740155523,5.870066599793584,0.106,0.29826732673267325,0.6364492138541848,4.465091661777351,27.468793169281195,5,3.3269664234684626,0.3764451976076854,3.3269664234684626,0.16698475969653914,0.21502403547635202,0.00298487155857,controlled-replay-from-M4-real-samples
6.0,0.1,0.4134291911967356,0.5187811738392768,0.5111213651852788,0.45524273861742665,0.6557777718875074,0.3456973895012961,5.870066599793584,0.106,0.29826732673267325,0.6364492138541848,4.465091661777351,27.468793169281195,6,3.3269664234684626,0.3764451976076854,3.3269664234684626,0.16698475969653914,0.1573443972806162,0.00298487155857,controlled-replay-from-M4-real-samples
7.0,0.1,0.4134291911967356,0.4797923994551061,0.511118595208018,0.4552399686401657,0.6107467682684606,0.296312048143968,5.870066599793584,0.106,0.29826732673267325,0.6364492138541848,4.465091661777351,27.468793169281195,7,3.3269664234684626,0.3764451976076854,3.3269664234684626,0.16698475969653914,0.11835562289644551,0.00298487155857,controlled-replay-from-M4-real-samples
8.0,0.1,0.4134291911967356,0.4680745899830211,0.5111183510449673,0.455239724477115,0.5809140111626402,0.259273042125972,5.870066599793584,0.106,0.29826732673267325,0.6364492138541848,4.465091661777351,27.468793169281195,8,3.3269664234684626,0.3764451976076854,3.3269664234684626,0.16698475969653914,0.10663781342436045,0.00298487155857,controlled-replay-from-M4-real-samples
