mechanism,requestClass,rounds,meanRawLatencyMs,medianRawLatencyMs,p95RawLatencyMs,meanNormalizedLatencyMs,medianNormalizedLatencyMs,p95NormalizedLatencyMs,meanGasUsed,meanTxInputBytes,meanRawTxBytes,meanReceiptLogBytes,meanStateWriteBytesEstimated,meanChainReads,meanProofNodes,meanVerifiedCertificateSteps,meanIssueUpdateMs,meanStatusValidationMs,meanCertVerificationMs,meanSignatureMs,meanContractExecutionMs
threshold-validation-dpki,cross-on-chain,2000,139.71184009187863,137.54140092675578,179.556850026388,139.71184009187863,137.54140092675578,179.556850026388,243444.21912000002,640.0,740.0,192.0,384.0,0.0,0.0,2.0,0.0,37.57492599915713,29.353324916470736,0.0,72.78358917625077
threshold-validation-dpki,intra-off-chain,2000,68.27027547466962,67.74046628016546,82.32529568177334,68.27027547466962,67.74046628016546,82.32529568177334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.41212435194757,37.85815112272205,0.0,0.0
threshold-validation-dpki,intra-on-chain,2000,132.12560284801359,129.71164370947722,168.3844046629779,132.12560284801359,129.71164370947722,168.3844046629779,236772.86778,560.0,660.0,192.0,352.0,0.0,0.0,1.0,0.0,31.12152470066212,36.59216115439849,0.0,64.41191699295298
threshold-validation-dpki,management,2000,235.57189584174355,233.7467933580889,283.43853299689033,235.57189584174355,233.7467933580889,283.43853299689033,82454.14871999997,320.0,420.0,288.0,320.0,0.0,0.0,2.0,66.41794377573495,34.099351499346085,59.56365070419006,0.0,75.49094986247245
