pf,m,PKI,DPKI_Lower,DPKI_Upper,DPKI_Mean
0.0,4,0.9882539682539683,0.9826542470435944,0.98741378016729,0.9850340136054422
0.016666666666666666,4,0.9717830687830687,0.9826541650868057,0.987413710112657,0.9850339375997313
0.03333333333333333,4,0.9553121693121693,0.9826529357368723,0.9874126592912624,0.9850327975140674
0.05,4,0.9388412698412698,0.9826476085949353,0.987408105690779,0.9850278571428571
0.06666666666666667,4,0.9223703703703704,0.9826332666215305,0.9873958456653595,0.985014556143445
0.08333333333333333,4,0.9058994708994709,0.9826030271296332,0.9873699929425931,0.9849865100361131
0.1,4,0.8894285714285715,0.9825480442733711,0.9873229761347923,0.9849355102040817
0.11666666666666667,4,0.8729576719576719,0.9824575140867671,0.9872455337002488,0.9848515238935079
0.13333333333333333,4,0.8564867724867725,0.9823186833241843,0.9871267051027915,0.9847226942134879
0.15,4,0.840015873015873,0.9821168634093081,0.9869538168628006,0.9845353401360544
0.16666666666666666,4,0.8235449735449736,0.9818354506297778,0.9867124623625797,0.9842739564961788
0.18333333333333332,4,0.807074074074074,0.9814559532423768,0.9863864747411624,0.9839212139917696
0.2,4,0.7906031746031746,0.9809580253449841,0.9859578930223627,0.9834579591836734
0.21666666666666667,4,0.7741322751322751,0.9803195062820731,0.9854069227092765,0.9828632144956748
0.23333333333333334,4,0.7576613756613756,0.9795164631596334,0.9847118932693579,0.9821141782144956
0.25,4,0.7411904761904762,0.9785232330445413,0.9838492159350507,0.981186224489796
0.26666666666666666,4,0.7247195767195768,0.9773124609403678,0.9827933457279785,0.9800529033341732
0.2833333333333333,4,0.7082486772486772,0.9758551299019856,0.98151675134434,0.9786859406231628
0.3,4,0.6917777777777777,0.974120580695569,0.9799898954949072,0.9770552380952381
0.31666666666666665,4,0.6753068783068783,0.9720765199921462,0.9781812267114736,0.9751288733518099
0.3333333333333333,4,0.6588359788359789,0.9696890177862537,0.9760571819282001,0.9728730998572269
0.35,4,0.6423650793650794,0.966922496126339,0.973582197751212,0.9702523469387755
0.36666666666666664,4,0.6258941798941798,0.9637397120464452,0.9707187275269152,0.9672292197866802
0.3833333333333333,4,0.6094232804232804,0.9601017377375909,0.9674272611706145,0.9637644994541027
0.4,4,0.5929523809523809,0.9559679406225307,0.9636663450917552,0.9598171428571429
0.4166666666666667,4,0.5764814814814814,0.9512959653262107,0.9593926002234658,0.9553442827748383
0.43333333333333335,4,0.560010582010582,0.9460417187905374,0.9545607369077913,0.9503012278491644
0.45,4,0.5435396825396825,0.9401593591258027,0.9491235660442653,0.944641462585034
0.4666666666666667,4,0.527068783068783,0.9336012883015711,0.9430320063990253,0.9383166473502982
0.48333333333333334,4,0.5105978835978835,0.9263181484707822,0.9362350882807086,0.9312766183757454
0.5,4,0.49412698412698414,0.9182588215670568,0.9286799539431472,0.923469387755102
0.5166666666666666,4,0.4776560846560847,0.9093704317762532,0.9203118551138116,0.9148411434450324
0.5333333333333333,4,0.4611851851851852,0.8995983505194154,0.9110741480108608,0.9053362492651381
0.55,4,0.4447142857142857,0.8888862036637133,0.9009082861322051,0.8948972448979592
0.5666666666666667,4,0.42824338624338626,0.8771758807794038,0.8897538109985418,0.8834648458889728
0.5833333333333334,4,0.41177248677248673,0.8644075463721287,0.8775483409210602,0.8709779436465944
0.6,4,0.3953015873015873,0.850519653136233,0.8642275577481208,0.8573736054421769
0.6166666666666667,4,0.3788306878306878,0.8354489573970197,0.8497251914230018,0.8425870744100108
0.6333333333333333,4,0.3623597883597884,0.8191305370429492,0.833973002051701,0.8265517695473251
0.65,4,0.34588888888888886,0.801497812401577,0.8169007590269943,0.8091992857142857
0.6666666666666666,4,0.32941798941798944,0.7824825706985159,0.7984362165694778,0.7904593936339969
0.6833333333333333,4,0.3129470899470899,0.7620149949755055,0.7785050848094948,0.7702600398925001
0.7,4,0.2964761904761905,0.7400236986588016,0.7570309952187495,0.7485273469387755
0.7166666666666667,4,0.280005291005291,0.7164357674026923,0.733935458766788,0.7251856130847402
0.7333333333333333,4,0.26353439153439157,0.6911768104466612,0.7091378145638368,0.700157312505249
0.75,4,0.24706349206349207,0.6641710246157387,0.6825551658604517,0.6733630952380952
0.7666666666666666,4,0.23059259259259265,0.6353412754200721,0.6541022989479469,0.6447217871840095
0.7833333333333333,4,0.21412169312169313,0.6046092017367276,0.6236915784765923,0.61415039010666
0.8,4,0.1976507936507936,0.5718953537435424,0.5912328095217635,0.5815640816326529
0.8166666666666667,4,0.1811798941798942,0.5371193789471949,0.5566330515558708,0.5468762152515328
0.8333333333333334,4,0.16470899470899467,0.5002002798533072,0.5197963607782539,0.5099983203157805
0.85,4,0.14823809523809525,0.46105678210907325,0.48062342197255964,0.47084010204081644
0.8666666666666667,4,0.13176719576719573,0.4196078801403495,0.4390110028696445,0.429309441504997
0.8833333333333333,4,0.11529629629629633,0.37577368248748966,0.39485110881174623,0.38531239564961794
0.9,4,0.0988253968253968,0.3294767951820815,0.3480295993757416,0.33875319727891157
0.9166666666666666,4,0.08235449735449739,0.28064474922301424,0.2984237608970834,0.2895342550600488
0.9333333333333333,4,0.06588359788359786,0.22921467289582567,0.24589763415044955,0.2375561535231376
0.95,4,0.04941269841269846,0.17514352951871198,0.19029177660373725,0.18271765306122462
0.9666666666666667,4,0.03294179894179893,0.11843547343298111,0.1313959064276051,0.1249156899302931
0.9833333333333333,4,0.01647089947089952,0.05924663471358945,0.0688441177849413,0.06404537624926537
1.0,4,0.0,0.0,0.0,0.0
0.0,5,0.9882539682539683,0.9826542470435944,0.98741378016729,0.9850340136054422
0.016666666666666666,5,0.9717830687830687,0.9826542456776478,0.9874137789997129,0.9850340123386804
0.03333333333333333,5,0.9553121693121693,0.9826542033333051,0.987413742804821,0.985033973069063
0.05,5,0.9388412698412698,0.9826539151186977,0.9874134964459282,0.985033705782313
0.06666666666666667,5,0.9223703703703704,0.9826528483165682,0.98741258456605,0.9850327164413091
0.08333333333333333,5,0.9058994708994709,0.982649978481883,0.9874101314674466,0.9850300549746648
0.1,5,0.8894285714285715,0.9826436255755178,0.9874047009550946,0.9850241632653062
0.11666666666666667,5,0.8729576719576719,0.9826312901989173,0.9873941560791825,0.9850127231390499
0.13333333333333333,5,0.8564867724867725,0.9826094900602602,0.9873755186461028,0.9849925043531815
0.15,5,0.840015873015873,0.9825735969019368,0.9873448282681313,0.984959212585034
0.16666666666666666,5,0.8235449735449736,0.9825176742559565,0.9872970005851736,0.984907337420565
