epsilon,DPKI_sim,PKI_sim,lambdaTotalMeasured,pManageMeasured,gammaOnChainMeasured,qManageMeasured,muModelOffchainAuthMeasured,lambdaBlockMeasured,lambdaBlockHeightMeasured,lambdaBlockTxConfirmMeanMs,serviceCAs,pkiMuPrimaryAuthMeasured,pkiQManageMeasured,calibrationScope,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho,lambda,runDir,meanBlockMs,configuredLambdaBlock,DPKI_in_bounds,DPKI_minus_lower,DPKI_minus_upper,PKI_abs_error,PKI_signed_error
0.1,0.08697704898569471,,1.9509517081705576,0.1,0.19753086419753085,0.3,17.593234668495576,16.639262820452405,23.15399153840348,58.89683999674661,4,1.0,1.0,Fig6 epsilon measured parameters,0.0971631425671936,0.07331311964799023,2.2221257824668927,0.4877379270426394,2.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_stable_three_lambdap_100_40_30_r200_blockms_30_lambda_2_r200,30.0,33.333333333333336,True,0.01366392933770448,-0.010186093581498898,,
0.1,0.09068036099910737,,2.0688876114879124,0.1,0.19753086419753085,0.3,17.185389129939434,15.465803745002239,17.634388707042387,63.365604281425476,4,1.0,1.0,Fig6 epsilon measured parameters,0.10128473109890795,0.07535564070432609,2.341345004980254,0.5172219028719781,2.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_stable_three_lambdap_100_40_30_r200_blockms_40_lambda_2_r200,40.0,25.0,True,0.015324720294781283,-0.010604370099800586,,
0.1,0.1074138222917061,,2.1185875656913855,0.1,0.19753086419753085,0.3,16.970415344684252,8.8291483601061,8.086301024373624,110.9959828547069,4,1.0,1.0,Fig6 epsilon measured parameters,0.12209704614801954,0.07645524011973358,2.396062274840832,0.5296468914228464,2.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_stable_three_lambdap_100_40_30_r200_blockms_100_lambda_2_r200,100.0,10.0,True,0.030958582171972518,-0.014683223856313446,,
0.1,0.0852738835155964,,4.082013600690054,0.1,0.19753086419753085,0.3,17.998729808720164,16.939136963804668,18.69487268653498,57.85418714625495,4,1.0,1.0,Fig6 epsilon measured parameters,0.10198760513727018,0.07544152886607275,inf,1.0205034001725135,4.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_stable_three_lambdap_100_40_30_r200_blockms_40_lambda_4_r200,40.0,25.0,True,0.009832354649523645,-0.016713721621673783,,
0.1,0.11695969547904753,,4.215806400170727,0.1,0.19753086419753085,0.3,17.474306484376523,7.111854154017556,8.436872818331832,137.79810142006193,4,1.0,1.0,Fig6 epsilon measured parameters,0.14243447031667386,0.07823449193084378,inf,1.0539516000426818,4.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_stable_three_lambdap_100_40_30_r200_blockms_100_lambda_4_r200,100.0,10.0,True,0.038725203548203746,-0.025474774837626335,,
0.1,0.08739832907893184,,3.9274334599917036,0.1,0.19753086419753085,0.3,17.762014102957604,16.783033930211246,23.618099416293422,58.39230285031455,4,1.0,1.0,Fig6 epsilon measured parameters,0.10287780399557142,0.07624534851583523,55.39182335746869,0.9818583649979259,4.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_stable_three_lambdap_100_40_30_r200_blockms_30_lambda_4_r200,30.0,33.333333333333336,True,0.011152980563096618,-0.015479474916639577,,
0.1,0.08539976499319077,,6.143235304784839,0.1,0.19753086419753085,0.3,17.23782361241917,18.178649807420886,24.324087047088227,53.90939428295408,4,1.0,1.0,Fig6 epsilon measured parameters,0.11229195974948179,0.08398301375037297,inf,1.5358088261962097,6.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_stable_three_lambdap_100_40_30_r200_blockms_30_lambda_6_r200,30.0,33.333333333333336,True,0.0014167512428178014,-0.026892194756291024,,
0.1,0.09302630279338808,,6.233469237014538,0.1,0.19753086419753085,0.3,17.14388968669546,13.757809486732084,18.52728864718013,71.23227000236511,4,1.0,1.0,Fig6 epsilon measured parameters,0.12244875402685196,0.08476453657922273,inf,1.5583673092536345,6.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_stable_three_lambdap_100_40_30_r200_blockms_40_lambda_6_r200,40.0,25.0,True,0.008261766214165356,-0.029422451233463875,,
0.1,0.11737210781366952,,6.217051277910773,0.1,0.19753086419753085,0.3,17.525456264347728,7.424126402371568,8.17778816782049,132.00206285374506,4,1.0,1.0,Fig6 epsilon measured parameters,0.15173415005016755,0.08253380472019302,inf,1.5542628194776933,6.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_stable_three_lambdap_100_40_30_r200_blockms_100_lambda_6_r200,100.0,10.0,True,0.034838303093476505,-0.034362042236498025,,
0.1,0.1322891102627564,,8.386156117643745,0.1,0.19753086419753085,0.3,17.525850121580497,6.734889460663755,8.451152083437897,145.51092571360724,4,1.0,1.0,Fig6 epsilon measured parameters,0.1750145236988399,0.08841828832039517,inf,2.0965390294109363,8.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_stable_three_lambdap_100_40_30_r200_blockms_100_lambda_8_r200,100.0,10.0,True,0.04387082194236122,-0.04272541343608352,,
