pf,m,PKI,DPKI_Lower,DPKI_Upper,DPKI_Mean
0.0,4,0.9882539682539683,0.9826542470435944,0.98741378016729,0.9850340136054422
0.016666666666666666,4,0.9717830687830687,0.9809264269135537,0.9859306630335357,0.9834285449735447
0.03333333333333333,4,0.9553121693121693,0.9759290348833678,0.9815816327911093,0.9787553338372386
0.05,4,0.9388412698412698,0.967948469997159,0.9745016660572623,0.9712250680272106
0.06666666666666667,4,0.9223703703703704,0.9572505080005537,0.9648354179253725,0.9610429629629631
0.08333333333333333,4,0.9058994708994709,0.944073235340719,0.9527442879648992,0.9484087616528091
0.1,4,0.8894285714285715,0.9286338856727817,0.9383995837149733,0.9335167346938775
0.11666666666666667,4,0.8729576719576719,0.9111352484380272,0.9219761121061903,0.9165556802721088
0.13333333333333333,4,0.8564867724867725,0.8917695222320734,0.9036483260924417,0.8977089241622576
0.15,4,0.840015873015873,0.8707204239813371,0.883588215474445,0.877154319727891
0.16666666666666666,4,0.8235449735449736,0.8481643413595298,0.861964154483252,0.8550642479213909
0.18333333333333332,4,0.807074074074074,0.8242709810669828,0.8389402535009183,0.8316056172839505
0.2,4,0.7906031746031746,0.7992037481684666,0.8146759797226901,0.8069398639455784
0.21666666666666667,4,0.7741322751322751,0.7731199775814315,0.7893259256687575,0.7812229516250945
0.23333333333333334,4,0.7576613756613756,0.7461710813579292,0.7630396619023374,0.7546053716301333
0.25,4,0.7411904761904762,0.7185026462543885,0.7359616394598972,0.7272321428571429
0.26666666666666666,4,0.7247195767195768,0.6902545009202071,0.7082311226625596,0.6992428117913834
0.2833333333333333,4,0.7082486772486772,0.6615607639026444,0.679982141111213,0.6707714525069287
0.3,4,0.6917777777777777,0.6325498791618464,0.6513434541714868,0.6419466666666666
0.31666666666666665,4,0.6753068783068783,0.6033446432176519,0.6224385238269439,0.6128915835222979
0.3333333333333333,4,0.6588359788359789,0.5740622265369841,0.5933854932916884,0.5837238599143363
0.35,4,0.6423650793650794,0.5448141908559848,0.564297169688233,0.5545556802721089
0.36666666666666664,4,0.6258941798941798,0.515706503563669,0.5352810096638441,0.5254937566137565
0.3833333333333333,4,0.6094232804232804,0.4868395499133409,0.5064391071791259,0.4966393285462334
0.4,4,0.5929523809523809,0.45830814359368904,0.47786818293692307,0.46808816326530606
0.4166666666666667,4,0.5764814814814814,0.43020153603588934,0.4496595750752214,0.4399305555555554
0.43333333333333335,4,0.560010582010582,0.4026034247275821,0.42189923085316866,0.4122513277903754
0.45,4,0.5435396825396825,0.37559196073167433,0.3946676991322715,0.3851298299319729
0.4666666666666667,4,0.527068783068783,0.3492397555564567,0.36804012350627957,0.35863993953136813
0.48333333333333334,4,0.5105978835978835,0.32361388748643477,0.3420862359703551,0.33285006172839493
0.5,4,0.49412698412698414,0.29877590745591043,0.31687035104749095,0.3078231292517007
0.5166666666666666,4,0.4776560846560847,0.2747818445266184,0.2924513603108722,0.2836166024187453
0.5333333333333333,4,0.4611851851851852,0.2516822110144976,0.2688827272571074,0.2602824691358025
