pf,ts_ms,m,timeoutMs,PKI,PKI_Exact,PKI_Observed,DPKI_Lower,DPKI_Upper,DPKI_Mean
0.5375,87.0,6.0,87.0,0.44511376670443015,0.4416507936507937,0.4476,0.25378958746680585,0.27103545764211906,0.26241252255446246
0.55,87.0,6.0,87.0,0.4263254770156655,0.42971428571428566,0.4288,0.23401443701872252,0.250813335940461,0.24241388647959178
0.5625,87.0,6.0,87.0,0.41713253247235144,0.4177777777777778,0.4196,0.21499780414781788,0.23131926458794055,0.22315853436787922
0.5750000000000001,87.0,6.0,87.0,0.40404410021580683,0.4058412698412698,0.4065,0.19677361465847987,0.212589590233633,0.20468160244605643
0.5875,87.0,6.0,87.0,0.39355467793532223,0.39390476190476187,0.396,0.17937086484055295,0.1946558165403612,0.18701334069045708
0.6000000000000001,87.0,6.0,87.0,0.38326619890911356,0.3819682539682539,0.3857,0.16281356322081683,0.17754453201727818,0.1701790476190475
0.6125,87.0,6.0,87.0,0.36688692359217534,0.370031746031746,0.3693,0.1471206982829315,0.16127736405036358,0.15419903116664754
0.625,87.0,6.0,87.0,0.3590978252041119,0.35809523809523813,0.3615,0.132306232130212,0.1458709591564589,0.13908859564333545
0.6375000000000001,87.0,6.0,87.0,0.34152495900035384,0.3461587301587301,0.3439,0.118379120064082,0.1313369894880029,0.12485805477604245
0.65,87.0,6.0,87.0,0.32854731435376505,0.3342222222222222,0.3309,0.10534335604965926,0.11768218561700734,0.1115127708333333
0.6625000000000001,87.0,6.0,87.0,0.3158711120679603,0.32228571428571423,0.3182,0.09319804403868273,0.10490839562806512,0.09905321983337392
0.675,87.0,6.0,87.0,0.3058912516377916,0.3103492063492063,0.3082,0.0819374951188899,0.09301267055128434,0.08747508283508712
0.6875,87.0,6.0,87.0,0.29840718780751674,0.2984126984126984,0.3007,0.071551350458022,0.08198737616696639,0.07676936331249419
0.7000000000000001,87.0,6.0,87.0,0.286833277751907,0.28647619047619044,0.2891,0.06202473000991104,0.07182033121457866,0.06692253061224485
0.7125,87.0,6.0,87.0,0.2744631656856173,0.27453968253968253,0.2767,0.053338406949619936,0.062494972039048254,0.057916689494334095
0.7250000000000001,87.0,6.0,87.0,0.2619954685305036,0.2626031746031745,0.2642,0.045469007804428856,0.0539905437075821,0.04972977575600548
0.7375,87.0,6.0,87.0,0.24823378302102492,0.25066666666666665,0.2504,0.038389238247655666,0.04628231763002984,0.04233577793884275
0.75,87.0,6.0,87.0,0.24025732503631558,0.23873015873015874,0.2424,0.032068134522936144,0.0393418357151591,0.03570498511904762
0.7625000000000001,87.0,6.0,87.0,0.2281948758350159,0.22679365079365074,0.2303,0.0264713404677788,0.03313718109403189,0.029804260780905346
0.775,87.0,6.0,87.0,0.2108532123339242,0.21485714285714283,0.2129,0.021561410107040074,0.02763327543983491,0.024597342773437492
0.7875000000000001,87.0,6.0,87.0,0.20338003193094545,0.20292063492063483,0.2054,0.017298135789562612,0.02279220291091996,0.020045169350241285
0.8,87.0,6.0,87.0,0.18793889068382205,0.19098412698412695,0.1899,0.01363890184470759,0.018573560740326393,0.016106231292516992
0.8125,87.0,6.0,87.0,0.1823613567244075,0.17904761904761907,0.1843,0.010539063740015904,0.014934836490547512,0.012736950115281708
0.8250000000000001,87.0,6.0,87.0,0.1667280088141233,0.16711111111111104,0.1686,0.007952352726899035,0.011831811986642607,0.009892082356770821
0.8375,87.0,6.0,87.0,0.15408619743356672,0.15517460317460316,0.1559,0.005831305968211229,0.00921899393384187,0.007525149951026549
0.8500000000000001,87.0,6.0,87.0,0.13925989224471585,0.14323809523809516,0.141,0.004127722149923517,0.007050071217423397,0.005588896683673457
0.8625,87.0,6.0,87.0,0.13100374891304384,0.13130158730158725,0.1327,0.0027931425890169925,0.005278398872745927,0.00403577073088146
0.875,87.0,6.0,87.0,0.11290791214124346,0.11936507936507937,0.1145,0.001779357861226062,0.0038575087018054006,0.0028184332815157313
0.8875000000000001,87.0,6.0,87.0,0.10952872034634188,0.10742857142857137,0.1111,0.0010389399854560184,0.0027416464994919564,0.0018902932424739874
0.9,87.0,6.0,87.0,0.09075345964453113,0.09549206349206348,0.0922,0.0005258002165920098,0.0018863358378297564,0.001206068027210883
0.9125000000000001,87.0,6.0,87.0,0.07844508339740042,0.08355555555555547,0.0798,0.00019577251498810748,0.0012489683399109757,0.0007223704274495415
0.925,87.0,6.0,87.0,0.07536942578185206,0.07161904761904758,0.0767,7.2227791016065595e-06,0.0007894203570591059,0.00039832156808035623
0.9375,87.0,6.0,87.0,0.0585153491020558,0.059682539682539684,0.0597,0.0,0.00047069594310056285,0.0001961899452468976
0.9500000000000001,87.0,6.0,87.0,0.044754744528835176,0.04774603174603168,0.0458,0.0,0.0002595959986648305,8.205654761904718e-05
0.9625,87.0,6.0,87.0,0.03734040229783518,0.03580952380952379,0.0383,0.0,0.00012741343638960847,2.6506060853296337e-05
0.9750000000000001,87.0,6.0,87.0,0.02372702280111248,0.02387301587301579,0.0245,0.0,5.0654195026956315e-05,5.344155240221013e-06
0.9875,87.0,6.0,87.0,0.011357819448891793,0.011936507936507895,0.0119,0.0,1.1783906982387092e-05,3.408565391488579e-07
1.0,87.0,6.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,87.5,6.0,87.5,0.9542667779764252,0.9568253968253968,0.9553,0.9467902308620165,0.955250585464514,0.9510204081632653
0.0125,87.5,6.0,87.5,0.9422446165138795,0.9448650793650794,0.9434,0.9467526371268227,0.9552159495508847,0.9509842933388537
0.025,87.5,6.0,87.5,0.933666488852908,0.9329047619047619,0.9349,0.9464979396270132,0.9549812592130695,0.9507395994200414
0.037500000000000006,87.5,6.0,87.5,0.9180389008118436,0.9209444444444445,0.9194,0.9458318048721522,0.9543671890395912,0.9500994969558717
0.05,87.5,6.0,87.5,0.9070584058303391,0.9089841269841269,0.9085,0.9445838191309578,0.9532157433690417,0.9488997812499997
0.0625,87.5,6.0,87.5,0.9012181708094384,0.8970238095238094,0.9027,0.9426065370997372,0.9513888306510923,0.9469976838754147
0.07500000000000001,87.5,6.0,87.5,0.8870268658671302,0.8850634920634921,0.8886,0.939774505512913,0.9487669151065072,0.9442707103097101
0.08750000000000001,87.5,6.0,87.5,0.8653021263297878,0.8731031746031745,0.867,0.9359831823729537,0.9452478250088746,0.9406155036909142
0.1,87.5,6.0,87.5,0.8619844657537665,0.8611428571428571,0.8637,0.9311477178400978,0.9407457515476576,0.9359467346938777
0.1125,87.5,6.0,87.5,0.845802959098963,0.8491825396825396,0.8476,0.925201616518153,0.9351904185362675,0.9301960175272103
0.125,87.5,6.0,87.5,0.8375641920035036,0.8372222222222222,0.8394,0.9180953394660543,0.9285263646355082,0.9233108520507812
0.1375,87.5,6.0,87.5,0.8308337825019575,0.8252619047619048,0.8327,0.9097949144475949,0.9207122695799411,0.915253592013768
0.15000000000000002,87.5,6.0,87.5,0.8121548702485438,0.8133015873015873,0.8141,0.900280608544239,0.9117202702822915,0.9060004394132652
0.1625,87.5,6.0,87.5,0.7985018774436987,0.8013412698412699,0.8005,0.8895456922490818,0.901535237697818,0.8955404649734499
0.17500000000000002,87.5,6.0,87.5,0.787260971370971,0.7893809523809523,0.7893,0.8775953014166107,0.890154008073982,0.8838746547452964
0.1875,87.5,6.0,87.5,0.778831817283217,0.777420634920635,0.7809,0.8644453890381874,0.8775845766155241,0.8710149828268557
0.2,87.5,6.0,87.5,0.7649866046867658,0.7654603174603175,0.7671,0.8501217527728095,0.8638452676353543,0.8569835102040819
0.21250000000000002,87.5,6.0,87.5,0.7496401576446416,0.7535,0.7518,0.8346591237575365,0.8489638956669019,0.8418115097122192
0.225,87.5,6.0,87.5,0.7425198514385483,0.7415396825396825,0.7447,0.8181003045602372,0.8329769296752542,0.8255386171177457
0.23750000000000002,87.5,6.0,87.5,0.7259755632173513,0.729579365079365,0.7282,0.8004953472358398,0.8159286694058934,0.8082120083208666
0.25,87.5,6.0,87.5,0.7100365473828684,0.7176190476190476,0.7123,0.78190076528761,0.7978704400695329,0.7898856026785714
0.2625,87.5,6.0,87.5,0.7040227192202102,0.7056587301587302,0.7063,0.76237877555445,0.7788598093420274,0.7706192924482387
0.275,87.5,6.0,87.5,0.699713102538372,0.6936984126984127,0.702,0.7419965676233796,0.7589598290802234,0.7504781983518015
0.28750000000000003,87.5,6.0,87.5,0.6866854860121399,0.6817380952380951,0.689,0.7208255994171333,0.7382383031038044,0.7295319512604689
0.30000000000000004,87.5,6.0,87.5,0.6706544137193444,0.6697777777777777,0.673,0.6989409182707097,0.71676708172929,0.7078539999999999
0.3125,87.5,6.0,87.5,0.6592341732945965,0.6578174603174602,0.6616,0.6764205072101385,0.6946213833429272,0.6855209452765328
0.325,87.5,6.0,87.5,0.6427075849544863,0.6458571428571429,0.6451,0.6533446563741953,0.6718791430717556,0.6626118997229754
0.3375,87.5,6.0,87.5,0.6362981137100188,0.6338968253968253,0.6387,0.6297953596398571,0.648620388492031,0.639207874065944
0.35000000000000003,87.5,6.0,87.5,0.616671959689379,0.6219365079365078,0.6191,0.6058557365678271,0.6249266422587029,0.615391189413265
0.36250000000000004,87.5,6.0,87.5,0.6132678532630617,0.6099761904761904,0.6157,0.5816094798027126,0.6008803515213389,0.5912449156620257
0.375,87.5,6.0,87.5,0.5888420317841763,0.598015873015873,0.5913,0.5571403280604028,0.5765643439939658,0.5668523360271843
0.3875,87.5,6.0,87.5,0.578833269826268,0.5860555555555556,0.5813,0.5325315648229735,0.5520613105584967,0.5422964376907351
0.4,87.5,6.0,87.5,0.5725282850083393,0.5740952380952381,0.575,0.5078655428449753,0.5274533142978818,0.5176594285714285
0.41250000000000003,87.5,6.0,87.5,0.5545162981257808,0.5621349206349205,0.557,0.4832232345575554,0.5028213258725426,0.49302228021504896
0.42500000000000004,87.5,6.0,87.5,0.5435106024825271,0.5501746031746031,0.546,0.45868380844020307,0.4782447851702878,0.46846429680524543
