epsilon,DPKI_sim,PKI_sim,lambdaTotalMeasured,pManageMeasured,gammaOnChainMeasured,qManageMeasured,muModelOffchainAuthMeasured,lambdaBlockMeasured,lambdaBlockHeightMeasured,lambdaBlockTxConfirmMeanMs,serviceCAs,pkiMuPrimaryAuthMeasured,pkiQManageMeasured,calibrationScope,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho,lambda,runDir,meanBlockMs,configuredLambdaBlock,DPKI_in_bounds,DPKI_minus_lower,DPKI_minus_upper,PKI_abs_error,PKI_signed_error
0.1,0.11697009072527007,,1.9509517081705576,0.1,0.24691358024691357,0.3,16.093514828570065,8.491942259148434,8.924587876136489,115.40351666242648,4,1.0,1.0,Fig6 epsilon measured parameters,0.1342382108053472,0.08108794774119704,2.2221257824668927,0.4877379270426394,2.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_120_100_90_r200_lambda20_blockms_90_lambda_2_r200,90.0,11.11111111111111,True,0.03588214298407302,-0.017268120080077137,,
0.1,0.11874903168474409,,2.0688876114879124,0.1,0.24691358024691357,0.3,15.956678404510956,8.135804933678502,9.20473708610888,120.45519871589465,4,1.0,1.0,Fig6 epsilon measured parameters,0.13814831539747496,0.08212308224232412,2.341345004980254,0.5172219028719781,2.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_120_100_90_r200_lambda20_blockms_100_lambda_2_r200,100.0,10.0,True,0.03662594944241997,-0.019399283712730878,,
0.1,0.1349457784563101,,2.1185875656913855,0.1,0.24691358024691357,0.3,15.802163542489406,6.181681261815538,7.077206331219245,158.53292308251062,4,1.0,1.0,Fig6 epsilon measured parameters,0.1572224678951944,0.0831072444021061,2.396062274840832,0.5296468914228464,2.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_120_100_90_r200_lambda20_blockms_120_lambda_2_r200,120.0,8.333333333333334,True,0.051838534054203994,-0.022276689438884306,,
0.1,0.1377534446378494,,4.082013600690054,0.1,0.24691358024691357,0.3,16.121594033611338,6.3717783100349425,8.100565947748859,153.80321667133234,4,1.0,1.0,Fig6 epsilon measured parameters,0.1690310735550042,0.08669265259224476,inf,1.0205034001725135,4.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_120_100_90_r200_lambda20_blockms_100_lambda_4_r200,100.0,10.0,True,0.051060792045604625,-0.031277628917154826,,
0.1,0.1303322673878433,,4.215806400170727,0.1,0.24691358024691357,0.3,16.054876306958285,6.6025704261003355,7.441408029613943,148.42704231158282,4,1.0,1.0,Fig6 epsilon measured parameters,0.16780299563480006,0.08750649242154848,inf,1.0539516000426818,4.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_120_100_90_r200_lambda20_blockms_120_lambda_4_r200,120.0,8.333333333333334,True,0.042825774966294805,-0.03747072824695677,,
0.1,0.12272303963607865,,3.9274334599917036,0.1,0.24691358024691357,0.3,16.147582986991054,7.516609997586836,9.170901508422181,130.3779230683278,4,1.0,1.0,Fig6 epsilon measured parameters,0.1551035496385717,0.08608039525329941,55.39182335746869,0.9818583649979259,4.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_120_100_90_r200_lambda20_blockms_90_lambda_4_r200,90.0,11.11111111111111,True,0.03664264438277924,-0.03238051000249305,,
0.1,0.12345618434017169,,6.143235304784839,0.1,0.24691358024691357,0.3,16.15989842988185,7.627548750219589,8.443466303631563,128.48164359117166,4,1.0,1.0,Fig6 epsilon measured parameters,0.17229321201065181,0.09316817747821862,inf,1.5358088261962097,6.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_120_100_90_r200_lambda20_blockms_90_lambda_6_r200,90.0,11.11111111111111,True,0.03028800686195307,-0.04883702767048012,,
0.1,0.14268616078082083,,6.233469237014538,0.1,0.24691358024691357,0.3,16.003014870721696,6.563460007893256,8.04393951506607,149.31149101562988,4,1.0,1.0,Fig6 epsilon measured parameters,0.1875354029207993,0.09463512227747986,inf,1.5583673092536345,6.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_120_100_90_r200_lambda20_blockms_100_lambda_6_r200,100.0,10.0,True,0.04805103850334097,-0.04484924213997846,,
0.1,0.12845596381532642,,6.217051277910773,0.1,0.24691358024691357,0.3,16.06132625564217,7.685741338677896,8.370866385028341,127.50884486161746,4,1.0,1.0,Fig6 epsilon measured parameters,0.17327090591181296,0.09414723763561317,inf,1.5542628194776933,6.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_120_100_90_r200_lambda20_blockms_120_lambda_6_r200,120.0,8.333333333333334,True,0.034308726179713256,-0.04481494209648654,,
0.1,0.16304056438043996,,8.386156117643745,0.1,0.24691358024691357,0.3,16.240788158275116,5.951032346312697,7.17843592861325,164.67731024974432,4,1.0,1.0,Fig6 epsilon measured parameters,0.21929688827087584,0.10156331291605242,inf,2.0965390294109363,8.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_120_100_90_r200_lambda20_blockms_120_lambda_8_r200,120.0,8.333333333333334,True,0.06147725146438754,-0.05625632389043589,,
