model,kind,stage,count,meanMs,medianMs,minMs,maxMs
DPKI,cross-domain,dpkiCrossRelayHttp,300,0,0,0,0
DPKI,cross-domain,dpkiOnchainAssertionSign,300,12.324458001852035,12.093299984931946,11.16430002450943,49.31450003385544
DPKI,cross-domain,dpkiOnchainAssertionVerify,300,9.380444334348043,9.261399984359741,8.535999953746796,15.552699983119965
DPKI,cross-domain,dpkiOnchainAuthenticateTx,300,76.88610266685485,72.96140003204346,24.70829999446869,195.44100004434586
DPKI,cross-domain,dpkiOnchainAuthSignature,300,1.9840046693881352,1.924200028181076,1.7919999957084656,4.871399998664856
DPKI,cross-domain,dpkiOnchainCertTransferHttp,300,0.8968096693356832,0.6053500175476074,0.023000001907348633,5.95550000667572
DPKI,cross-domain,dpkiOnchainMptProofHttpQuery,300,11.606645997961362,7.317449986934662,2.1931999921798706,46.22390002012253
DPKI,cross-domain,dpkiOnchainMptProofResponseVerify,300,0.45362533171971636,0.4458500146865845,0.38040000200271606,0.7597000002861023
DPKI,cross-domain,dpkiOnchainMptProofSignerCertVerify,300,10.051928332050641,9.906399995088577,9.374199986457825,15.857400000095367
DPKI,cross-domain,dpkiOnchainMptVerify,300,0.38227666676044464,0.35580000281333923,0.31929999589920044,1.060699999332428
DPKI,cross-domain,dpkiOnchainOpenSslVerifyCert,300,9.641912335554759,9.545350015163422,8.884400010108948,14.311199963092804
DPKI,cross-domain,dpkiOnchainRelayHttp,300,0,0,0,0
DPKI,cross-domain,dpkiOnchainRootRead,300,2.923687331477801,2.1102499961853027,1.6889999508857727,13.39079999923706
PKI,cross-domain,pkiCertTransferHttp,300,9.866374332904815,5.5971499979496,0.06529998779296875,35.28380000591278
PKI,cross-domain,pkiCrossRelayHttp,300,0,0,0,0
PKI,cross-domain,pkiLeafAssertionSign,300,12.326190334359804,12.057600021362305,11.014099955558777,18.951399981975555
PKI,cross-domain,pkiLeafAssertionVerify,300,9.509527669548989,9.301499992609024,8.452800035476685,15.226100027561188
PKI,cross-domain,pkiLeafOcspHttpQuery,300,13.29238466600577,12.292050004005432,11.277899980545044,36.01960003376007
PKI,cross-domain,pkiOpenSslVerifyLeaf,300,9.688151665131251,9.586999982595444,8.381699979305267,13.076599955558777
PKI,cross-domain,pkiOpenSslVerifyRootCA,300,9.074188333551088,8.928100019693375,8.160000026226044,12.567499995231628
PKI,cross-domain,pkiOpenSslVerifySourceCA,300,9.337814999818802,9.143749982118607,8.184599995613098,14.185500025749207
PKI,cross-domain,pkiOpenSslVerifyTargetCA,300,9.268025000095367,9.15420001745224,8.206799983978271,14.28190004825592
PKI,cross-domain,pkiRootCAAssertionSign,300,12.673168333172798,11.990800023078918,11.08730000257492,119.11570000648499
PKI,cross-domain,pkiRootCAAssertionVerify,300,9.409556335409482,9.30060002207756,8.46529996395111,12.858700037002563
PKI,cross-domain,pkiRootCAOcspHttpQuery,300,13.676764667232831,12.123250007629395,11.092299997806549,36.91249996423721
PKI,cross-domain,pkiSourceCAAssertionSign,300,12.301595001419384,12.042099982500076,11.108399987220764,44.35769999027252
PKI,cross-domain,pkiSourceCAAssertionVerify,300,9.457563665509223,9.242899984121323,8.389100015163422,17.570500016212463
PKI,cross-domain,pkiSourceCAOcspHttpQuery,300,13.858228001991908,12.241349995136261,11.113099992275238,37.11540001630783
PKI,cross-domain,pkiTargetCAAssertionSign,300,12.245913000305494,12.038500040769577,11.105099976062775,18.33169996738434
PKI,cross-domain,pkiTargetCAAssertionVerify,300,9.440055333574612,9.273299992084503,8.394599974155426,17.024400055408478
PKI,cross-domain,pkiTargetCAOcspHttpQuery,300,13.72060466647148,12.203599989414215,11.270500004291534,38.04100000858307
