Our proposed DPKI,Centralized PKI,Multi-CA DPKI,full-contract DPKI,records
0.0,0.0,0.0,0.0,0.0
11.779785000000002,0.0,0.0,19.459744999999995,20000.0
23.559570000000004,0.0,0.0,38.91948999999999,40000.0
35.339355000000005,0.0,0.0,58.379234999999994,60000.0
47.11914000000001,0.0,0.0,77.83897999999998,80000.0
58.898925000000006,0.0,0.0,97.29872499999999,100000.0
