dataKind,lambda,DPKI_upper_bound,DPKI_lower_bound,DPKI_experimental,epsilon,lambdaTotalMeasured,pManageMeasured,gammaOnChainMeasured,qManageMeasured,muModelOffchainAuthMeasured,lambdaBlockMeasured,lambdaBlockHeightMeasured,lambdaBlockTxConfirmMeanMs,serviceCAs,calibrationScope,runDir,meanBlockMs,configuredLambdaBlock
measured_point,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,0.1,2.0903529997595567,0.1,0.19753086419753085,0.3,17.53732326626027,19.442297412388957,27.803390162407396,50.40556572164808,4.0,Fig6 epsilon measured parameters,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_blockrate_23_r100_blockms_23_lambda_2_r100,23.0,43.47826086956522
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
plot_curve,2.0,0.09440488164869787,0.07380599945017799,0.0832579870057106,,,,,,,,,,,,,23.0,
