model,kind,count,latencyMeanSec,latencyRawMeanSec,latencyMedianSec,queueMeanSec,serviceMeanSec,serviceRawMeanSec,serviceMedianSec,serviceStdSec,serviceCv,localNetworkCompensationMeanSec
DPKI,management,300,0.2740575465779617,0.2740575465779617,0.2641108499765396,0.001853204910071169,0.27220434166789054,0.27220434166789054,0.2639949499964714,0.043687236424504866,0.16049426749337647,0.0
PKI,management,300,0.1726234636505625,0.1726234636505625,0.1631398499906063,0.008650684317567079,0.16397277933299542,0.16397277933299542,0.16081094998121262,0.020511987261265335,0.1250938560943073,0.0
