pf,M,PKI_Availability,DPKI_Lower,DPKI_Upper
0.862068965517241,5,0.118468204860205,0.291997224606401,0.278297439673328
0.862068965517241,6,0.11891700147913,0.347664719493985,0.3322476284953
0.862068965517241,7,0.119224138919326,0.400700362075919,0.383802833413442
0.862068965517241,8,0.11944740190993,0.4507914801841,0.432617712106891
0.862068965517241,9,0.119616958175004,0.497759002259119,0.478485027788401
0.862068965517241,10,0.119750076489675,0.541526920382349,0.521304492124083
0.862068965517241,11,0.119857347665617,0.582097580224561,0.561057519390821
0.862068965517241,12,0.11994562496381,0.619531784594383,0.597786868092132
0.896551724137931,4,0.0880166795653448,0.17482662491179,0.165572077430901
0.896551724137931,5,0.0885522151842916,0.218982890537187,0.207980538849057
0.896551724137931,6,0.088887680171036,0.262385391082301,0.249816015151429
0.896551724137931,7,0.089117258231474,0.304729224805854,0.290754929418251
0.896551724137931,8,0.0892841421005249,0.34577933620543,0.33054545781472
0.896551724137931,9,0.0894108814470728,0.385359586342847,0.368996426637718
0.896551724137931,10,0.0895103842770489,0.423343188856106,0.405967570041462
0.896551724137931,11,0.0895905669747294,0.459644477802929,0.441361137028029
0.896551724137931,12,0.0896565521925748,0.494211840977364,0.475114680513959
0.931034482758621,4,0.0584796993261118,0.115635387002375,0.109134040129402
0.931034482758621,5,0.0588355178156196,0.145170408797888,0.137313985034324
0.931034482758621,6,0.0590584061551495,0.174630424721294,0.165512357674356
0.931034482758621,7,0.0592109415156356,0.203889375177953,0.193596673861292
0.931034482758621,8,0.0593218218457352,0.232838567962229,0.221452241604252
0.931034482758621,9,0.0594060295085953,0.261385008130387,0.24898047914675
0.931034482758621,10,0.0594721407912275,0.289449771060511,0.276097260321922
0.931034482758621,11,0.0595254154668307,0.316966519527417,0.302731405085942
0.931034482758621,12,0.0595692571081949,0.343880157202091,0.328823308278618
0.96551724137931,4,0.0291408061376635,0.0571618486651866,0.0537372168743021
0.96551724137931,5,0.029318112754189,0.0717269832375825,0.0675187203542487
0.96551724137931,6,0.0294291794314707,0.0863545790331755,0.0813896959074763
0.96551724137931,7,0.0295051887718108,0.101023645223621,0.0953282317265168
0.96551724137931,8,0.0295604411455601,0.115714481232476,0.109313728048598
0.96551724137931,9,0.029602402359571,0.130408674620368,0.123326903807315
0.96551724137931,10,0.0296353460322112,0.145089039056465,0.137349733980743
0.96551724137931,11,0.0296618931419209,0.159739552348234,0.151365386605108
0.96551724137931,12,0.0296837397106699,0.17434529716651,0.165358162503131
1,4,0,0,0
1,5,0,0,0
1,6,0,0,0
1,7,0,0,0
1,8,0,0,0
1,9,0,0,0
1,10,0,0,0
1,11,0,0,0
1,12,0,0,0
