m,pf,PKI,DPKI_Lower,DPKI_Upper
8,0.14114114114114115,0.7410952621866991,0.9384024381248792,0.9198130712834102
8,0.14214214214214213,0.7401639692601715,0.9384020651359848,0.919812698464796
8,0.14314314314314314,0.7392328339661636,0.9384016782913838,0.9198123117990793
8,0.14414414414414414,0.7383018563046755,0.9384012771680611,0.919811910863615
8,0.14514514514514515,0.7373710362757071,0.9384008613329224,0.9198114952256924
8,0.14614614614614616,0.7364403738792583,0.9384004303426242,0.9198110644423643
8,0.14714714714714713,0.7355098691153295,0.9383999837434012,0.9198106180602761
8,0.14814814814814814,0.7345795219839201,0.9383995210708929,0.9198101556154922
8,0.14914914914914915,0.7336493324850306,0.9383990418499668,0.91980967663332
8,0.15015015015015015,0.7327193006186609,0.9383985455945432,0.9198091806281343
8,0.15115115115115116,0.7317894263848107,0.9383980318074142,0.9198086671031976
8,0.15215215215215216,0.7308597097834804,0.9383974999800655,0.9198081355504815
8,0.15315315315315314,0.7299301508146697,0.938396949592492,0.9198075854504839
8,0.15415415415415415,0.7290007494783788,0.9383963801130166,0.9198070162720466
8,0.15515515515515516,0.7280715057746076,0.9383957909981023,0.9198064274721699
8,0.15615615615615616,0.7271424197033561,0.9383951816921677,0.919805818495826
8,0.15715715715715717,0.7262134912646244,0.9383945516273969,0.9198051887757716
8,0.15815815815815815,0.7252847204584124,0.9383939002235496,0.9198045377323579
8,0.15915915915915915,0.7243561072847201,0.9383932268877694,0.9198038647733386
8,0.16016016016016016,0.7234276517435476,0.938392531014391,0.9198031692936783
8,0.16116116116116116,0.7224993538348947,0.9383918119847436,0.9198024506753564
8,0.16216216216216217,0.7215712135587615,0.9383910691669561,0.9198017082871722
8,0.16316316316316315,0.7206432309151483,0.9383903019157573,0.9198009414845465
8,0.16416416416416416,0.7197154059040545,0.9383895095722772,0.9198001496093222
8,0.16516516516516516,0.7187877385254806,0.938388691463844,0.9197993319895641
8,0.16616616616616617,0.7178602287794263,0.9383878469037825,0.9197984879393551
8,0.16716716716716717,0.7169328766658918,0.938386975191209,0.9197976167585933
8,0.16816816816816815,0.716005682184877,0.9383860756108238,0.9197967177327847
8,0.16916916916916916,0.715078645336382,0.9383851474327051,0.9197957901328375
8,0.17017017017017017,0.7141517661204067,0.9383841899120975,0.9197948332148522
8,0.17117117117117117,0.713225044536951,0.9383832022892029,0.9197938462199112
8,0.17217217217217218,0.7122984805860152,0.938382183788966,0.9197928283738666
8,0.17317317317317318,0.711372074267599,0.9383811336208607,0.9197917788871267
8,0.17417417417417416,0.7104458255817026,0.9383800509786746,0.9197906969544404
8,0.17517517517517517,0.7095197345283258,0.9383789350402909,0.9197895817546812
8,0.17617617617617617,0.708593801107469,0.9383777849674688,0.9197884324506271
8,0.17717717717717718,0.7076680253191316,0.9383765999056244,0.9197872481887424
8,0.1781781781781782,0.706742407163314,0.938375378983607,0.919786028098955
8,0.17917917917917917,0.7058169466400163,0.9383741213134758,0.9197847712944334
8,0.18018018018018017,0.7048916437492382,0.9383728259902744,0.9197834768713629
8,0.18118118118118118,0.7039664984909798,0.9383714920918045,0.9197821439087175
8,0.18218218218218218,0.7030415108652411,0.9383701186783959,0.9197807714680344
8,0.1831831831831832,0.7021166808720223,0.9383687047926782,0.9197793585931828
8,0.1841841841841842,0.701192008511323,0.9383672494593476,0.9197779043101337
8,0.18518518518518517,0.7002674937831436,0.938365751684935,0.9197764076267285
8,0.18618618618618618,0.6993431366874838,0.93836421045757,0.9197748675324428
8,0.1871871871871872,0.6984189372243438,0.9383626247467463,0.9197732829981529
8,0.1881881881881882,0.6974948953937234,0.9383609935030817,0.9197716529758977
8,0.1891891891891892,0.6965710111956229,0.9383593156580811,0.9197699763986412
8,0.19019019019019018,0.6956472846300421,0.9383575901238939,0.9197682521800313
8,0.19119119119119118,0.6947237156969809,0.9383558157930725,0.9197664792141593
8,0.1921921921921922,0.6938003043964395,0.938353991538328,0.9197646563753161
8,0.1931931931931932,0.6928770507284179,0.9383521162122856,0.919762782517748
8,0.1941941941941942,0.6919539546929159,0.9383501886472364,0.9197608564754113
8,0.19519519519519518,0.6910310162899337,0.9383482076548901,0.919758877061723
8,0.1961961961961962,0.6901082355194711,0.9383461720261248,0.9197568430693143
8,0.1971971971971972,0.6891856123815283,0.9383440805307351,0.9197547532697781
8,0.1981981981981982,0.6882631468761052,0.9383419319171806,0.9197526064134185
8,0.1991991991991992,0.6873408390032019,0.9383397249123298,0.9197504012289959
8,0.20020020020020018,0.6864186887628184,0.9383374582212054,0.9197481364234743
8,0.2012012012012012,0.6854966961549543,0.9383351305267279,0.9197458106817631
8,0.2022022022022022,0.6845748611796102,0.9383327404894547,0.9197434226664603
8,0.2032032032032032,0.6836531838367857,0.9383302867473216,0.9197409710175933
8,0.2042042042042042,0.6827316641264811,0.9383277679153805,0.9197384543523585
8,0.20520520520520522,0.6818103020486961,0.9383251825855374,0.9197358712648588
8,0.2062062062062062,0.6808890976034309,0.9383225293262867,0.9197332203258406
8,0.2072072072072072,0.6799680507906853,0.9383198066824456,0.9197305000824292
8,0.2082082082082082,0.6790471616104594,0.9383170131748877,0.9197277090578619
8,0.2092092092092092,0.6781264300627533,0.9383141473002734,0.9197248457512216
8,0.21021021021021022,0.677205856147567,0.9383112075307799,0.9197219086371666
8,0.2112112112112112,0.6762854398649003,0.9383081923138304,0.9197188961656615
8,0.2122122122122122,0.6753651812147533,0.9383051000718212,0.9197158067617041
8,0.2132132132132132,0.6744450801971261,0.9383019292018463,0.9197126388250537
8,0.21421421421421422,0.6735251368120186,0.9382986780754232,0.9197093907299563
8,0.21521521521521522,0.6726053510594309,0.9382953450382155,0.9197060608248682
8,0.21621621621621623,0.6716857229393629,0.9382919284097544,0.9197026474321799
8,0.2172172172172172,0.6707662524518145,0.9382884264831594,0.9196991488479375
8,0.2182182182182182,0.669846939596786,0.9382848375248569,0.9196955633415624
8,0.21921921921921922,0.668927784374277,0.938281159774299,0.9196918891555712
8,0.22022022022022023,0.6680087867842879,0.9382773914436786,0.919688124505293
8,0.22122122122122123,0.6670899468268184,0.9382735307176452,0.9196842675785852
8,0.2222222222222222,0.6661712645018688,0.9382695757530188,0.9196803165355505
8,0.22322322322322322,0.6652527398094388,0.9382655246785022,0.9196762695082483
8,0.22422422422422422,0.6643343727495286,0.9382613755943925,0.9196721246004091
8,0.22522522522522523,0.663416163322138,0.9382571265722905,0.9196678798871462
8,0.22622622622622623,0.6624981115272673,0.9382527756548105,0.9196635334146634
8,0.2272272272272272,0.6615802173649162,0.9382483208552869,0.9196590831999673
8,0.22822822822822822,0.6606624808350848,0.9382437601574803,0.9196545272305722
8,0.22922922922922923,0.6597449019377732,0.9382390915152837,0.9196498634642076
8,0.23023023023023023,0.6588274806729814,0.9382343128524258,0.9196450898285247
8,0.23123123123123124,0.6579102170407092,0.9382294220621722,0.919640204220798
8,0.23223223223223222,0.6569931110409567,0.9382244170070292,0.9196352045076305
8,0.23323323323323322,0.6560761626737239,0.9382192955184422,0.9196300885246543
8,0.23423423423423423,0.6551593719390109,0.9382140553964957,0.9196248540762316
8,0.23523523523523523,0.6542427388368176,0.9382086944096109,0.919619498935154
8,0.23623623623623624,0.653326263367144,0.938203210294242,0.9196140208423412
8,0.23723723723723725,0.6524099455299901,0.9381976007545735,0.9196084175065374
8,0.23823823823823823,0.6514937853253561,0.9381918634622111,0.9196026866040085
8,0.23923923923923923,0.6505777827532416,0.9381859960558797,0.9195968257782363
8,0.24024024024024024,0.649661937813647,0.938179996141112,0.9195908326396124
8,0.24124124124124124,0.648746250506572,0.9381738612899413,0.919584704765132
8,0.24224224224224225,0.6478307208320168,0.938167589040591,0.9195784396980848
8,0.24324324324324323,0.6469153487899812,0.9381611768971638,0.9195720349477454
8,0.24424424424424424,0.6460001343804656,0.9381546223293299,0.9195654879890647
8,0.24524524524524524,0.6450850776034696,0.9381479227720126,0.9195587962623558
8,0.24624624624624625,0.644170178458993,0.9381410756250765,0.9195519571729852
8,0.24724724724724725,0.6432554369470366,0.9381340782530099,0.9195449680910556
8,0.24824824824824826,0.6423408530675997,0.9381269279846096,0.919537826351095
8,0.24924924924924924,0.6414264268206825,0.9381196221126644,0.919530529251739
8,0.2502502502502503,0.640512158206285,0.9381121578936354,0.9195230740554161
8,0.25125125125125125,0.6395980472244074,0.9381045325473383,0.9195154579880291
8,0.25225225225225223,0.6386840938750494,0.9380967432566217,0.9195076782386378
8,0.25325325325325326,0.6377702981582112,0.9380887871670488,0.91949973195914
8,0.25425425425425424,0.6368566600738926,0.9380806613865712,0.9194916162639508
8,0.2552552552552553,0.6359431796220938,0.9380723629852101,0.9194833282296826
8,0.25625625625625625,0.6350298568028147,0.9380638889947303,0.9194748648948227
8,0.25725725725725723,0.6341166916160553,0.9380552364083147,0.91946622325941
8,0.25825825825825827,0.6332036840618156,0.9380464021802417,0.9194574002847131
8,0.25925925925925924,0.6322908341400957,0.9380373832255556,0.9194483928929054
8,0.2602602602602603,0.6313781418508955,0.938028176419741,0.9194391979667387
8,0.26126126126126126,0.6304656071942151,0.9380187785983943,0.9194298123492188
8,0.26226226226226224,0.6295532301700544,0.9380091865568941,0.919420232843278
8,0.26326326326326327,0.6286410107784133,0.9379993970500723,0.919410456211447
8,0.26426426426426425,0.627728949019292,0.937989406791883,0.9194004791755281
8,0.2652652652652653,0.6268170448926904,0.9379792124550712,0.9193902984162642
8,0.26626626626626626,0.6259052983986085,0.9379688106708406,0.9193799105730105
8,0.26726726726726724,0.6249937095370465,0.9379581980285209,0.919369312243403
8,0.2682682682682683,0.624082278308004,0.9379473710752337,0.9193584999830277
8,0.26926926926926925,0.6231710047114813,0.9379363263155589,0.9193474703050885
8,0.2702702702702703,0.6222598887474784,0.9379250602111987,0.919336219680074
