epsilon,model,requestIndex,kind,onChain,crossDomain,arrivalOffsetMs,arrivalWallMs,finishWallMs,latencyMs,queueMs,serviceMs,workerId,chainReads,verifiedCertificateSteps,proofNodes,stageTimingsJson,chainTxCount,chainBlockNumbers,chainTxHashes
0,DPKI,125,intra-off-chain,false,false,243728.5801271985,252737.68442722064,252798.64452727538,60.960100054740906,0,60.960100054740906,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":1.8097000122070312,""dpkiMptProofHttpQuery"":7.5051000118255615,""dpkiMptProofSignerCertVerify"":10.058200001716614,""dpkiMptProofResponseVerify"":0.4578999876976013,""dpkiChainRootRead"":1.9067999720573425,""dpkiMptVerify"":0.3637999892234802,""dpkiOpenSslVerifyCert"":9.5760999917984,""dpkiOffchainAssertionSign"":17.433399975299835,""dpkiOffchainAssertionVerify"":9.587499976158142,""dpkiAuthSignature"":1.8668999671936035}",0,,
0,DPKI,126,intra-off-chain,false,false,245337.03089166532,254346.13519168744,254409.1995917047,63.064400017261505,0,63.064400017261505,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":1.1190000176429749,""dpkiMptProofHttpQuery"":16.15880000591278,""dpkiMptProofSignerCertVerify"":9.790700018405914,""dpkiMptProofResponseVerify"":0.4279000163078308,""dpkiChainRootRead"":1.9258000254631042,""dpkiMptVerify"":0.36319994926452637,""dpkiOpenSslVerifyCert"":9.369700014591217,""dpkiOffchainAssertionSign"":12.008799970149994,""dpkiOffchainAssertionVerify"":9.263999998569489,""dpkiAuthSignature"":2.2175999879837036}",0,,
0,DPKI,127,intra-off-chain,false,false,248451.75157494863,257460.85587497076,257508.1827749761,47.326900005340576,0,47.326900005340576,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.11349999904632568,""dpkiMptProofHttpQuery"":3.0249000191688538,""dpkiMptProofSignerCertVerify"":9.439300000667572,""dpkiMptProofResponseVerify"":0.4052000045776367,""dpkiChainRootRead"":1.8963000178337097,""dpkiMptVerify"":0.36489999294281006,""dpkiOpenSslVerifyCert"":8.7364000082016,""dpkiOffchainAssertionSign"":12.23769998550415,""dpkiOffchainAssertionVerify"":8.887600004673004,""dpkiAuthSignature"":1.859499990940094}",0,,
0,DPKI,128,intra-off-chain,false,false,250517.0132646446,259526.11756466673,259585.62036465452,59.50279998779297,0,59.50279998779297,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.01780003309249878,""dpkiMptProofHttpQuery"":14.265200018882751,""dpkiMptProofSignerCertVerify"":9.428299963474274,""dpkiMptProofResponseVerify"":0.3871999979019165,""dpkiChainRootRead"":1.8242000341415405,""dpkiMptVerify"":0.33880001306533813,""dpkiOpenSslVerifyCert"":9.707799971103668,""dpkiOffchainAssertionSign"":12.320899963378906,""dpkiOffchainAssertionVerify"":8.946000039577484,""dpkiAuthSignature"":1.855400025844574}",0,,
0,DPKI,129,intra-off-chain,false,false,252803.81034009016,261812.91464011229,261876.11514012373,63.20050001144409,0,63.20050001144409,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.685699999332428,""dpkiMptProofHttpQuery"":16.59909999370575,""dpkiMptProofSignerCertVerify"":9.852600038051605,""dpkiMptProofResponseVerify"":0.43870002031326294,""dpkiChainRootRead"":2.104599952697754,""dpkiMptVerify"":0.34549999237060547,""dpkiOpenSslVerifyCert"":9.695599973201752,""dpkiOffchainAssertionSign"":11.681100010871887,""dpkiOffchainAssertionVerify"":9.564500033855438,""dpkiAuthSignature"":1.8378000259399414}",0,,
0,DPKI,130,intra-off-chain,false,false,254983.83149869967,263992.9357987218,264053.8348987274,60.89910000562668,0,60.89910000562668,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.3960999846458435,""dpkiMptProofHttpQuery"":15.07480001449585,""dpkiMptProofSignerCertVerify"":9.50900000333786,""dpkiMptProofResponseVerify"":0.4406999945640564,""dpkiChainRootRead"":2.067300021648407,""dpkiMptVerify"":0.3188999891281128,""dpkiOpenSslVerifyCert"":9.226599991321564,""dpkiOffchainAssertionSign"":12.007000029087067,""dpkiOffchainAssertionVerify"":9.529900014400482,""dpkiAuthSignature"":1.9548999667167664}",0,,
0,DPKI,131,intra-off-chain,false,false,255106.31144736568,264115.4157473878,264181.00734738866,65.5916000008583,0,65.5916000008583,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.9472999572753906,""dpkiMptProofHttpQuery"":18.664600014686584,""dpkiMptProofSignerCertVerify"":9.73309999704361,""dpkiMptProofResponseVerify"":0.4081999659538269,""dpkiChainRootRead"":2.239300012588501,""dpkiMptVerify"":0.3287000060081482,""dpkiOpenSslVerifyCert"":8.990399956703186,""dpkiOffchainAssertionSign"":12.428000032901764,""dpkiOffchainAssertionVerify"":9.62339997291565,""dpkiAuthSignature"":1.8344999551773071}",0,,
0,DPKI,132,intra-off-chain,false,false,258839.59963272393,267848.7039327461,267928.32263271394,79.61869996786118,0,79.61869996786118,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":1.6501999497413635,""dpkiMptProofHttpQuery"":26.262099981307983,""dpkiMptProofSignerCertVerify"":12.076200008392334,""dpkiMptProofResponseVerify"":0.4544000029563904,""dpkiChainRootRead"":2.602899968624115,""dpkiMptVerify"":0.3367999792098999,""dpkiOpenSslVerifyCert"":11.75569999217987,""dpkiOffchainAssertionSign"":12.905400037765503,""dpkiOffchainAssertionVerify"":9.281899988651276,""dpkiAuthSignature"":1.8834999799728394}",0,,
0,DPKI,133,intra-off-chain,false,false,262171.0942616495,271180.1985616716,271231.5571616324,51.358599960803986,0,51.358599960803986,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":1.632800042629242,""dpkiMptProofHttpQuery"":4.108500003814697,""dpkiMptProofSignerCertVerify"":10.086999952793121,""dpkiMptProofResponseVerify"":0.6029000282287598,""dpkiChainRootRead"":2.1217000484466553,""dpkiMptVerify"":0.3465999960899353,""dpkiOpenSslVerifyCert"":9.447800040245056,""dpkiOffchainAssertionSign"":11.86030000448227,""dpkiOffchainAssertionVerify"":8.790000021457672,""dpkiAuthSignature"":1.9800000190734863}",0,,
0,DPKI,134,intra-off-chain,false,false,264903.4888776903,273912.5931777124,273965.4725776677,52.879399955272675,0,52.879399955272675,0,1,1,65,"{""dpkiOffchainCertTransferHttp"":0.3347000479698181,""dpkiMptProofHttpQuery"":6.09469997882843,""dpkiMptProofSignerCertVerify"":10.06439995765686,""dpkiMptProofResponseVerify"":0.48750001192092896,""dpkiChainRootRead"":2.137499988079071,""dpkiMptVerify"":0.38760000467300415,""dpkiOpenSslVerifyCert"":9.479300022125244,""dpkiOffchainAssertionSign"":12.47630000114441,""dpkiOffchainAssertionVerify"":9.15420001745224,""dpkiAuthSignature"":1.8763999938964844}",0,,
