m,pf,PKI,DPKI_Mal_Lower,DPKI_Mal_Upper
8,0.0,0.8428201885375659,0.8458199542765292,0.8199011812485604
8,0.001001001001001001,0.8419006709442134,0.8457604172381898,0.8198257855036047
8,0.002002002002002002,0.8409813053623657,0.8457008414512052,0.8197503447841064
8,0.003003003003003003,0.840062091792023,0.8456412248655284,0.8196748571237873
8,0.004004004004004004,0.8391430302331851,0.8455815641055414,0.8195993192872357
8,0.005005005005005005,0.8382241206858524,0.8455218544916415,0.8195237267905928
8,0.006006006006006006,0.8373053631500245,0.8454620900616688,0.819448073922087
8,0.007007007007007007,0.8363867576257015,0.8454022635921689,0.8193723537624119
8,0.008008008008008008,0.8354683041128834,0.845342366619493,0.8192965582049454
8,0.009009009009009009,0.8345500026115703,0.8452823894607396,0.8192206779758203
8,0.01001001001001001,0.8336318531217621,0.8452223212345285,0.8191447026538317
8,0.011011011011011011,0.8327138556434589,0.8451621498816225,0.8190686206901986
8,0.012012012012012012,0.8317960101766606,0.8451018621853846,0.8189924194281691
8,0.013013013013013013,0.8308783167213672,0.8450414437920776,0.8189160851224733
8,0.014014014014014014,0.8299607752775788,0.8449808792310075,0.8188396029586269
8,0.015015015015015015,0.8290433858452954,0.8449201519345042,0.8187629570720786
8,0.016016016016016016,0.8281261484245167,0.84485924425775,0.8186861305672117
8,0.017017017017017015,0.8272090630152432,0.8447981374984513,0.8186091055361949
8,0.018018018018018018,0.8262921296174744,0.8447368119163506,0.8185318630776818
8,0.01901901901901902,0.8253753482312107,0.8446752467525914,0.8184543833153655
8,0.02002002002002002,0.8244587188564519,0.8446134202489182,0.8183766454163796
8,0.02102102102102102,0.823542241493198,0.8445513096667318,0.8182986276095576
8,0.022022022022022022,0.8226259161414491,0.8444888913059866,0.8182203072035422
8,0.023023023023023025,0.821709742801205,0.8444261405239377,0.818141660604748
8,0.024024024024024024,0.820793721472466,0.8443630317537373,0.8180626633351844
8,0.025025025025025023,0.8198778521552318,0.8442995385228735,0.8179832900501228
8,0.026026026026026026,0.8189621348495026,0.8442356334714668,0.8179035145556296
8,0.02702702702702703,0.8180465695552783,0.8441712883704119,0.8178233098259509
8,0.028028028028028028,0.8171311562725591,0.8441064741393716,0.817742648020754
8,0.029029029029029027,0.8162158950013446,0.8440411608646229,0.8176615005022302
8,0.03003003003003003,0.8153007857416351,0.843975317816752,0.8175798378520476
8,0.031031031031031032,0.8143858284934307,0.8439089134682052,0.8174976298881721
8,0.03203203203203203,0.813471023256731,0.8438419155106928,0.8174148456815411
8,0.03303303303303303,0.8125563700315364,0.8437742908724438,0.8173314535725997
8,0.03403403403403403,0.8116418688178466,0.8437060057353213,0.8172474211876998
8,0.035035035035035036,0.8107275196156619,0.8436370255517843,0.8171627154553524
8,0.036036036036036036,0.8098133224249819,0.8435673150617135,0.8170773026223507
8,0.037037037037037035,0.8088992772458071,0.8434968383090886,0.816991148269751
8,0.03803803803803804,0.807985384078137,0.8434255586585248,0.8169042173287163
8,0.03903903903903904,0.8070716429219721,0.8433534388116672,0.8168164740962256
8,0.04004004004004004,0.8061580537773119,0.8432804408234409,0.8167278822506447
8,0.04104104104104104,0.8052446166441568,0.8432065261181619,0.8166384048671633
8,0.04204204204204204,0.8043313315225065,0.8431316555055083,0.816548004433098
8,0.043043043043043044,0.8034181984123612,0.8430557891963493,0.8164566428630584
8,0.044044044044044044,0.8025052173137208,0.8429788868184397,0.8163642815139855
8,0.04504504504504504,0.8015923882265854,0.842900907431967,0.8162708812000482
8,0.04604604604604605,0.8006797111509548,0.8428218095449697,0.8161764022074157
8,0.04704704704704705,0.7997671860868293,0.8427415511286124,0.8160808043088941
8,0.04804804804804805,0.7988548130342087,0.8426600896323289,0.8159840467784341
8,0.04904904904904905,0.797942591993093,0.842577381998822,0.8158860884055045
8,0.050050050050050046,0.7970305229634822,0.8424933846789351,0.8157868875093386
8,0.05105105105105105,0.7961186059453764,0.842408053646384,0.8156864019530516
8,0.05205205205205205,0.7952068409387755,0.8423213444123565,0.8155845891576267
8,0.05305305305305305,0.7942952279436796,0.8422332120399799,0.8154814061157769
8,0.05405405405405406,0.7933837669600885,0.842143611158649,0.8153768094056733
8,0.055055055055055056,0.7924724579880025,0.8420524959782282,0.8152707552045508
8,0.056056056056056056,0.7915613010274213,0.8419598203031197,0.8151631993021873
8,0.057057057057057055,0.7906502960783451,0.8418655375461976,0.8150540971142539
8,0.058058058058058054,0.7897394431407737,0.841769600742618,0.8149434036955445
8,0.05905905905905906,0.7888287422147074,0.8416719625634879,0.8148310737530743
8,0.06006006006006006,0.787918193300146,0.8415725753294164,0.8147170616590588
8,0.06106106106106106,0.7870077963970895,0.8414713910239293,0.8146013214637687
8,0.062062062062062065,0.7860975515055381,0.8413683613067577,0.8144838069082597
8,0.06306306306306306,0.7851874586254913,0.8412634375270013,0.8143644714369834
8,0.06406406406406406,0.7842775177569498,0.8411565707361576,0.8142432682102705
8,0.06506506506506507,0.7833677288999129,0.841047711701033,0.8141201501166972
8,0.06606606606606606,0.7824580920543812,0.8409368109165211,0.8139950697853314
8,0.06706706706706707,0.7815486072203544,0.8408238186182596,0.813867979597854
8,0.06806806806806806,0.7806392743978324,0.840708684795163,0.8137388317005674
8,0.06906906906906907,0.7797300935868153,0.8405913592018253,0.8136075780162763
8,0.07007007007007007,0.7788210647873034,0.8404717913708051,0.8134741702560571
8,0.07107107107107107,0.7779121879992962,0.8403499306247862,0.8133385599309075
8,0.07207207207207207,0.777003463222794,0.8402257260886132,0.8132006983632752
8,0.07307307307307308,0.7760948904577968,0.8400991267012102,0.8130605366984776
8,0.07407407407407407,0.7751864697043044,0.839970081227371,0.8129180259159929
8,0.07507507507507508,0.774278200962317,0.8398385382694357,0.8127731168406497
8,0.07607607607607608,0.7733700842318346,0.8397044462788419,0.8126257601536885
8,0.07707707707707707,0.7724621195128571,0.839567753567562,0.8124759064037209
8,0.07807807807807808,0.7715543068053845,0.8394284083194136,0.8123235060175615
8,0.07907907907907907,0.7706466461094169,0.8392863586012586,0.812168509310958
8,0.08008008008008008,0.7697391374249541,0.8391415523740815,0.8120108664992002
8,0.08108108108108109,0.7688317807519963,0.8389939375039496,0.8118505277076212
8,0.08208208208208208,0.7679245760905435,0.8388434617728601,0.8116874429819875
8,0.08308308308308308,0.7670175234405956,0.8386900728894656,0.8115215622987706
8,0.08408408408408408,0.7661106228021527,0.838533718499688,0.8113528355753153
8,0.08508508508508508,0.7652038741752146,0.8383743461972178,0.811181212679897
8,0.08608608608608609,0.7642972775597815,0.838211903533895,0.8110066434416632
8,0.08708708708708708,0.7633908329558534,0.8380463380299826,0.8108290776604751
8,0.08808808808808809,0.7624845403634302,0.8378775971843189,0.8106484651166317
8,0.0890890890890891,0.7615783997825119,0.8377056284843631,0.8104647555804909
8,0.09009009009009009,0.7606724112130985,0.8375303794161265,0.8102778988219824
8,0.09109109109109109,0.75976657465519,0.8373517974739924,0.8100878446200129
8,0.0920920920920921,0.7588608901087865,0.8371698301704265,0.8098945427717658
8,0.09309309309309309,0.757955357573888,0.8369844250455715,0.8096979431018924
8,0.0940940940940941,0.7570499770504945,0.836795529676739,0.8094979954716006
8,0.09509509509509509,0.7561447485386057,0.8366030916877866,0.8092946497876383
8,0.0960960960960961,0.755239672038222,0.8364070587583884,0.8090878560111705
8,0.0970970970970971,0.7543347475493432,0.8362073786331997,0.8088775641665563
8,0.0980980980980981,0.7534299750719693,0.8360039991309063,0.8086637243500173
8,0.0990990990990991,0.7525253546061004,0.835796868153176,0.8084462867382087
8,0.10010010010010009,0.7516208861517364,0.8355859336934962,0.8082252015966844
8,0.1011011011011011,0.7507165697088772,0.8353711438459102,0.8080004192882624
8,0.1021021021021021,0.7498124052775232,0.8351524468136464,0.8077718902812897
8,0.1031031031031031,0.748908392857674,0.8349297909176404,0.8075395651578031
8,0.1041041041041041,0.7480045324493296,0.8347031246049563,0.8073033946215938
8,0.10510510510510511,0.7471008240524903,0.8344723964571013,0.8070633295061703
8,0.1061061061061061,0.7461972676671559,0.8342375551982383,0.8068193207826219
8,0.10710710710710711,0.7452938632933265,0.8339985497032989,0.8065713195673879
8,0.10810810810810811,0.744390610931002,0.8337553290059846,0.8063192771299211
8,0.1091091091091091,0.7434875105801824,0.8335078423066772,0.8060631449002605
