scenario,series,min,max,mean
nodes_not_responding,PKI,0.0,0.9976711119269163,0.4870857768430898
nodes_not_responding,Lower,0.0,0.9946687273987936,0.8256412747838339
nodes_not_responding,Upper,0.0,0.9971680072950838,0.8354838342422984
nodes_not_responding,Center,0.0,0.9959183673469387,0.8305625545130663
malicious_nodes,PKI,0.0,0.9971453806763028,0.48709698248966
malicious_nodes,Lower,0.0,0.9946687273987936,0.4128961273375468
malicious_nodes,Upper,0.0,0.9971680072950838,0.42375815885018503
malicious_nodes,Center,0.0,0.9959183673469387,0.41832529660874646
