model,kind,count,meanMs,stdMs,cv,cvGapToExp,expKs,p50EmpMs,p50ExpMs,p50AbsErrMs,p90EmpMs,p90ExpMs,p90AbsErrMs,p95EmpMs,p95ExpMs,p95AbsErrMs,maxMs,p99Ms
DPKI,cross-domain,300,136.96750433464845,31.594766787224202,0.230673450178589,0.769326549821411,0.4566117138980409,132.4374000132084,94.93863945789366,37.49876055531473,176.89649000763893,315.3793337055589,138.48284369791998,192.19299999773503,410.3179731634524,218.12497316571736,274.88580000400543,232.398254033327
PKI,cross-domain,300,190.76487433274588,16.130328275672493,0.08455607109061812,0.9154439289093819,0.5831437383041254,188.21649998426437,132.22813479361508,55.98836519064929,210.6186000108719,439.25235590546316,228.63375589459127,215.7966000378132,571.480490699078,355.68389066126485,303.497800052166,233.16219799935809
