model,kind,count,latencyMeanSec,latencyRawMeanSec,latencyMedianSec,queueMeanSec,serviceMeanSec,serviceRawMeanSec,serviceMedianSec,serviceStdSec,serviceCv,localNetworkCompensationMeanSec
DPKI,cross-domain,300,0.1386491392698493,0.1386491392698493,0.13462129998207092,0.0016816349352008304,0.13696750433464847,0.13696750433464847,0.1324374000132084,0.031594766787224206,0.230673450178589,0.0
PKI,cross-domain,300,0.1986641142512569,0.1915753927412569,0.18870269998908043,0.0008105184085110279,0.19785359584274587,0.19076487433274586,0.18821649998426437,0.016130328275672495,0.08455607109061813,0.00708872151
