lambda,runDir,txCount,maxSubmitToHashMs,maxHashToReceiptMs,maxTxTotalMs,maxSignMs,maxNonceMs,maxEstimateGasMs,slowTxOver1000ms,slowSubmitOver1000ms,meanBlockMs,configuredLambdaBlock
2.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_100_90_80_r200_lambda20_blockms_100_lambda_2_r200,109,6.303699970245361,521.4779999256134,525.2380999326706,2.1325000524520874,0.0090999603271484,0.0,0,0,100.0,10.0
4.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_100_90_80_r200_lambda20_blockms_100_lambda_4_r200,109,6.169100046157837,544.0786000490189,548.1469999551773,1.9083000421524048,0.00819993019104,0.0,0,0,100.0,10.0
6.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_100_90_80_r200_lambda20_blockms_100_lambda_6_r200,109,6.294099926948547,680.2813999652863,687.5699000358582,2.211899995803833,0.0083999633789062,0.0,0,0,100.0,10.0
8.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_100_90_80_r200_lambda20_blockms_100_lambda_8_r200,109,8.574600100517273,393.7461000680924,399.8773000240326,2.3788000345230103,0.0094000101089477,0.0,0,0,100.0,10.0
10.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_100_90_80_r200_lambda20_blockms_100_lambda_10_r200,109,6.248900055885315,564.406800031662,567.2831000089645,4.384600043296814,0.0441000461578369,0.0,0,0,100.0,10.0
12.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_100_90_80_r200_lambda20_blockms_100_lambda_12_r200,109,9.842100024223328,620.6204999685287,626.0753999948502,3.0536999702453613,0.0374000072479248,0.0,0,0,100.0,10.0
14.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_100_90_80_r200_lambda20_blockms_100_lambda_14_r200,109,6.985400080680847,506.6750999689102,509.9128999710083,3.138400077819824,0.0077999830245971,0.0,0,0,100.0,10.0
16.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_100_90_80_r200_lambda20_blockms_100_lambda_16_r200,109,5.122300028800964,518.2904999256134,525.0896999835968,4.229599952697754,0.0214999914169311,0.0,0,0,100.0,10.0
18.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_100_90_80_r200_lambda20_blockms_100_lambda_18_r200,109,5.731299996376038,441.5680000782013,445.4383000135422,4.780500054359436,0.0091999769210815,0.0,0,0,100.0,10.0
20.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_aggressive_three_lambdap_100_90_80_r200_lambda20_blockms_100_lambda_20_r200,109,5.04610002040863,485.2223000526428,489.3587999343872,1.653499960899353,0.0077999830245971,0.0,0,0,100.0,10.0
