p,epsilon,DPKI_sim,PKI_sim,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho,lambdaTotalMeasured,pManageMeasured,gammaOnChainMeasured,qManageMeasured,muModelOffchainAuthMeasured,lambdaBlockMeasured,serviceCAs,pkiMuPrimaryAuthMeasured,pkiMuCrossExtraCertificateMeasured
0.1,0.1,0.084042973498553,0.0919137307598619,0.0847363275325193,0.06602285699855256,0.09712357828796875,0.05684028019076905,3.004455052521084,0.1,0.30246913580246915,0.22215713489191352,22.742495379361245,28.346393181106155,4,18.298639075766847,19.679701255682115
0.3,0.1,0.1158294580002129,0.1553034773697345,0.141228738233904,0.11184663871023466,0.17660806783447047,0.10964265909924747,3.1207677853962967,0.3,0.30158730158730157,0.23742352038616457,22.477266542856743,28.204179227554402,4,12.96075816741391,19.892482009158968
