epsilon,model,E_T,completed,onChainCount,offChainCount,crossDomainCount,managementCount,actualOnChainRatio,actualOffChainRatio,actualCrossDomainRatio,actualManagementRatio,arrivalSpanSec,targetLambdaOffchain,targetLambdaOnchain,observedLambdaOffchain,observedLambdaOnchain,avgLatencyMs,avgQueueMs,avgServiceMs,avgOffchainProofMs,avgPkiChainVerifyMs,chainTxCount,chainBlockCount,avgTxPerChainBlock,maxTxPerChainBlock,gasUsed
0.1,DPKI,0.10454865750037133,200,87,113,18,20,0.435,0.565,0.09,0.1,13.449422099992633,7.938000000000001,6.062,8.401847987212914,6.468679423783395,104.54865750037133,14.107244500592351,90.44141299977899,72.61717079632578,0,87,87,1,1,21510967
0.1,PKI,0.2846803775000572,200,0,0,18,20,0,0,0.09,0.1,14.91831479999423,0,0,0,0,284.6803775000572,123.82833149977029,160.85204600028695,0,160.85204600028695,0,0,0,0,0
