epsilon,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479
