model,kind,count,latencyMeanSec,latencyMedianSec,queueMeanSec,serviceMeanSec,serviceMedianSec,serviceStdSec,serviceCv
DPKI,cross-domain,246,0.2605904211379527,0.1549413999989629,0.10410654918716206,0.15648387195079067,0.11827189999818802,0.10814563237756897,0.691097625776907
DPKI,intra-off-chain,520,0.13296609403857818,0.09949055000394583,3.387192284258508e-05,0.1329322221157356,0.09946109999716282,0.12559908132811018,0.9448354908169598
DPKI,intra-on-chain,224,0.20943644017845925,0.14017184999585153,0.057224312499963806,0.1522121276784954,0.11215485000610352,0.10896044316168554,0.7158460027037618
DPKI,management,110,0.44321182909106666,0.2832457000017166,0.03176509363678368,0.41144673545428306,0.2660073500052094,0.39533861315116603,0.9608500422652962
PKI,cross-domain,248,0.2283722854837655,0.1990262499973178,0.0006155955651474576,0.22775668991861803,0.1990126499980688,0.07720722435988117,0.3389899299444018
PKI,intra-pki,742,0.1529083114551566,0.09985355000197887,2.6206603750706957e-05,0.15288210485140588,0.09982420000433921,0.13109979196554103,0.8575221546888289
PKI,management,110,0.43596817272820254,0.3146052500084043,2.30427274649793e-05,0.4359451300007376,0.3145628000050783,0.32756032540703367,0.7513797101173706
