epsilon,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho,DPKI_sim,PKI_sim,PKI_sim_raw,pkiNetworkCompensationSec,pkiNetworkCompensationMs,pkiAuthNetworkSetupMs,pkiOcspNetworkRttMs,pkiAuthCount,pkiOcspCount
0.1,0.6363407143667454,0.5707016322535101,0.8354517970905774,0.4041214661619479,0.9310606373235244,0.6940048934061241,0.6910200218475542,0.00298487155857,2.98487155857,1.48386291,1.40121465,902,1175
