lambda,epsilon,DPKI_sim,PKI_sim,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho,lambdaTotalMeasured,pManageMeasured,gammaOnChainMeasured,qManageMeasured,muModelOffchainAuthMeasured,lambdaBlockMeasured,serviceCAs,pkiMuPrimaryAuthMeasured,pkiMuCrossExtraCertificateMeasured
5.0,0.1,0.0864852308000624,0.0811148609997034,0.1099041586173186,0.088989389774997,0.0912401178208941,0.0877437995061268,5.073458581433149,0.1,0.3012345679012346,0.3656937470613416,15.365529467570422,30.119186759460472,4,18.190430605664147,20.958260313253813
8.0,0.1,0.0907511446002125,0.09482653000018,0.1279230907198817,0.1025964515007334,0.1176877935165983,0.1581475986732896,7.594806385828706,0.1,0.3012345679012346,0.3979423245795739,14.352735037632636,30.13172475449108,4,15.059472702189234,20.836120164554337
11.0,0.1,0.0949334090002775,0.1532989163993299,0.1656275632433903,0.1309832692828126,0.1862035350475389,0.3155129791102939,11.657270556882006,0.1,0.3012345679012346,0.3870261110343749,14.17056084616214,30.53952559333871,4,11.30975145901023,20.853137129562384
14.0,0.1,0.0971650441992879,0.2481891754004061,0.2017738945812355,0.1597004835772025,0.2790139608420001,0.4516574961647436,13.485828892757104,0.1,0.3012345679012346,0.3847809617056916,13.730973928288458,30.770630741592427,4,8.765213415687157,21.02759203972585
17.0,0.1,0.0970589010005593,0.2827170619997382,0.263589445157415,0.2052060875205565,0.3921011592442709,0.5924105628876364,16.84540528869103,0.1,0.3012345679012346,0.381830251595045,14.264257630656711,30.321536202730965,4,8.230890334325439,21.129126048822133
