model,kind,count,latencyMeanSec,latencyMedianSec,queueMeanSec,serviceMeanSec,serviceMedianSec,serviceStdSec,serviceCv
DPKI,cross-domain,1238,0.2264663415992082,0.14532285000383854,0.07296427673640658,0.15350206486280157,0.11475779999792576,0.10099572033592236,0.657943724901624
DPKI,intra-off-chain,2597,0.128795203773624,0.0974180999994278,2.518479018818194e-05,0.1287700189834358,0.09738160000741482,0.11884168753001964,0.9228987342566652
DPKI,intra-on-chain,1115,0.22266571040348623,0.1371785999983549,0.07086877542608522,0.15179693497740102,0.10741619999706743,0.10255073407848125,0.6755784238578245
DPKI,management,550,0.43706665472743184,0.29991775000095366,0.024621677272699094,0.4124449774547328,0.26775695000588895,0.34405190984448886,0.8341765051127328
PKI,cross-domain,1238,0.23038595161561726,0.19713735000044108,0.00024100815838199824,0.2301449434572352,0.1971224500015378,0.09285968998746955,0.40348351170585
PKI,intra-pki,3712,0.14794797376073204,0.10345335000008345,0.00015577168647071406,0.14779220207426136,0.10326655000448226,0.12373940768993359,0.8372526151803197
PKI,management,550,0.44511666454594245,0.3150325000062585,2.0839272981340188e-05,0.44509582527296115,0.3150080000087619,0.32964609068775474,0.7406182488581975
