lambda,DPKI_lower_theory,DPKI_sim,DPKI_upper_theory,PKI_theory,PKI_sim,DPKI_inside_bounds,PKI_abs_error
3.0,0.0964750788945076,0.0876887900003194,0.11642893136043017,0.10362412927360974,0.0820898985999226,False,0.021534230673687135
4.0,0.1003728647176659,0.0992166235999167,0.1221451572733695,0.10643199524043212,0.0962194881999194,False,0.010212507040512714
5.0,0.10373929050208694,0.1064280967996716,0.12701703184698296,0.10871026389554926,0.1001637368003428,True,0.008546527095206466
6.0,0.10921651271751749,0.1029448892000019,0.13483564892746877,0.11215572942347685,0.1047378436005413,False,0.007417885822935552
7.0,0.11604722827540886,0.105880585799843,0.14443339096389113,0.1160528130224123,0.103650192599684,False,0.0124026204227283
