model,kind,count,latencyMeanSec,latencyMedianSec,queueMeanSec,serviceMeanSec,serviceMedianSec
DPKI,cross-domain,18,0.13225857222163015,0.09306039999425411,0.03935993333243661,0.09289863888919353,0.09053710000216961
DPKI,intra-off-chain,113,0.0726420300893024,0.05860580000281334,2.4859292976624095e-05,0.07261717079632578,0.058589800000190734
DPKI,intra-on-chain,49,0.13364648367282078,0.13728239999711514,0.03608572040863183,0.09756076326418896,0.09035310000181199
DPKI,management,20,0.18859250500127672,0.17210535000264646,0.017098035000264643,0.1714944700010121,0.16953149999678135
PKI,cross-domain,18,0.5339466111113628,0.5265393000021577,0.20132503333108293,0.33262157778027984,0.3304606500044465
PKI,intra-pki,162,0.24849038148147087,0.19921944999694824,0.1267914080247283,0.12169897345674259,0.1222584000006318
PKI,management,20,0.35347973500043156,0.3288460500016809,0.03008037999942899,0.3233993550010026,0.3288250999972224
