lambda,lambdaMeasured,DPKI_sim,PKI_sim,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho,pManageMeasured,gammaOnChainMeasured,qManageMeasured,muModelOffchainAuthMeasured,lambdaBlockMeasured,pkiQManageMeasured,pkiMuPrimaryAuthMeasured,pkiMuCrossExtraCertificateMeasured
3.0,2.935041172742725,0.0876887900003194,0.0820898985999226,0.11642893136043017,0.0964750788945076,0.10362412927360974,0.06018528545646435,0.1,0.3012345679012346,0.37429651999710656,13.297671982832417,27.96372534037547,0.29377545359727525,15.122522929683026,18.52784821669605
4.0,4.011156196640209,0.0992166235999167,0.0962194881999194,0.1221451572733695,0.1003728647176659,0.10643199524043212,0.0822518549133887,0.1,0.3012345679012346,0.37429651999710656,13.297671982832417,27.96372534037547,0.29377545359727525,15.122522929683026,18.52784821669605
5.0,4.847861553342472,0.1064280967996716,0.1001637368003428,0.12701703184698296,0.10373929050208694,0.10871026389554926,0.0994091442910436,0.1,0.3012345679012346,0.37429651999710656,13.297671982832417,27.96372534037547,0.29377545359727525,15.122522929683026,18.52784821669605
6.0,6.055428485752428,0.1029448892000019,0.1047378436005413,0.13483564892746877,0.10921651271751749,0.11215572942347685,0.12417123662890492,0.1,0.3012345679012346,0.37429651999710656,13.297671982832417,27.96372534037547,0.29377545359727525,15.122522929683026,18.52784821669605
7.0,7.343660754786068,0.105880585799843,0.103650192599684,0.14443339096389113,0.11604722827540886,0.1160528130224123,0.15058743397770263,0.1,0.3012345679012346,0.37429651999710656,13.297671982832417,27.96372534037547,0.29377545359727525,15.122522929683026,18.52784821669605
