model,kind,count,latencyMeanSec,latencyMedianSec,queueMeanSec,serviceMeanSec,serviceMedianSec,serviceStdSec,serviceCv
DPKI,cross-domain,246,0.10127516829210326,0.09102050000429153,0.005873587804354303,0.09540158048774895,0.08993330000340939,0.02252858193131445,0.23614474536097935
DPKI,intra-off-chain,520,0.018270897499901743,0.01647884999960661,3.571461499310452e-05,0.018235182884908642,0.016454350002110006,0.008458428057295263,0.4638521099942146
DPKI,intra-on-chain,224,0.10225916383954298,0.09127265000343322,0.004791480803729167,0.09746768303581381,0.08963714999705553,0.025342612771724872,0.2600104155796225
DPKI,management,110,0.1745573209098794,0.16792870000004767,0.00759565727236596,0.16696166363751344,0.16136005000025033,0.0329358650364744,0.19726603292586187
PKI,cross-domain,248,0.20175188064497085,0.19537165000289677,2.5247177289378207e-05,0.20172663346768147,0.19534435000270606,0.026617541155719838,0.13194857167922858
PKI,intra-pki,742,0.05615171509434914,0.04903410000354052,2.8384366527079203e-05,0.05612333072782205,0.04900904999673367,0.021683331388769534,0.38635147108295986
PKI,management,110,0.2016158809096976,0.19246674999594687,3.151636408133936e-05,0.2015843645456162,0.19244074999541044,0.0427930278616282,0.212283467311993
