lambda,epsilon,DPKI_sim,PKI_sim,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho,lambdaTotalMeasured,pManageMeasured,gammaOnChainMeasured,qManageMeasured,muModelOffchainAuthMeasured,lambdaBlockMeasured,serviceCAs,pkiMuPrimaryAuthMeasured,pkiMuCrossExtraCertificateMeasured
1.0,0.1,0.0922158060997873,,0.09231361372582708,0.07501009552326288,0.09005088197247084,0.01966873302653757,1.0861546328994325,0.1,0.3,0.28520064060756745,17.265702183284855,27.224521188763458,4,17.265702183284855,17.265702183284855
2.0,0.1,0.0953284558999836,,0.09642758248270704,0.07807236955035801,0.0926015905346767,0.034177799160228096,1.8652775719760013,0.1,0.3,0.27968336289326506,17.157881896731357,27.275626881210957,4,17.157881896731357,17.157881896731357
3.0,0.1,0.0986135572001636,,0.10263065552981603,0.08251820429458423,0.09616059908249476,0.05629335147375585,3.0369082108732366,0.1,0.3,0.28073249161192365,16.942486917342695,27.223204875361102,4,16.942486917342695,16.942486917342695
4.0,0.1,0.1040055406997949,,0.10945035198828937,0.08784381769087879,0.1000913070831878,0.07560533971564268,4.011325721449625,0.1,0.3,0.2714965254847833,16.823150699118948,27.4156523398613,4,16.823150699118948,16.823150699118948
5.0,0.1,0.1074770512002855,,0.11492480933133839,0.09187087952407466,0.1026041536383862,0.09504760742526847,5.039637791918612,0.1,0.3,0.2728066729555365,16.78896385532971,27.718526021203733,4,16.78896385532971,16.78896385532971
