M,DPKI_upper_theory,DPKI_lower_theory,DPKI_sim,PKI_theory,PKI_sim
2.0,0.325319348101507,0.2887038671763648,0.312190191604989,0.6183376623376624,0.6196518673526723
2.006006006006006,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.012012012012012,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.018018018018018,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.024024024024024,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.03003003003003,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.036036036036036,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.042042042042042,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.048048048048048,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.054054054054054,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.06006006006006,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.066066066066066,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.0720720720720722,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.078078078078078,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.084084084084084,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.09009009009009,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.096096096096096,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.1021021021021022,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.108108108108108,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.114114114114114,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.12012012012012,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.126126126126126,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.1321321321321323,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.138138138138138,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.144144144144144,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.15015015015015,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.156156156156156,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.1621621621621623,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.168168168168168,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.174174174174174,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.18018018018018,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.186186186186186,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.1921921921921923,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.1981981981981984,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.204204204204204,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.21021021021021,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.2162162162162162,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.2222222222222223,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.2282282282282284,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.234234234234234,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.24024024024024,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.2462462462462462,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.2522522522522523,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.2582582582582584,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.264264264264264,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.27027027027027,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.2762762762762763,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.2822822822822824,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.2882882882882885,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.294294294294294,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.3003003003003,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.3063063063063063,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.3123123123123124,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.3183183183183185,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.3243243243243246,0.325319348101507,0.2887038671763648,,0.6183376623376624,
2.33033033033033,0.325319348101507,0.2887038671763648,,0.6183376623376624,
