M,source,model,E_T_total
6.738738738738738,Theory,DPKI Upper,0.30801241864980156
6.738738738738738,Theory,DPKI Lower,0.27139693772465945
6.744744744744745,Theory,PKI FCFS,0.26150284629981024
6.744744744744745,Theory,DPKI Upper,0.30801241864980156
6.744744744744745,Theory,DPKI Lower,0.27139693772465945
6.7507507507507505,Theory,PKI FCFS,0.26150284629981024
6.7507507507507505,Theory,DPKI Upper,0.30801241864980156
6.7507507507507505,Theory,DPKI Lower,0.27139693772465945
6.756756756756757,Theory,PKI FCFS,0.26150284629981024
6.756756756756757,Theory,DPKI Upper,0.30801241864980156
6.756756756756757,Theory,DPKI Lower,0.27139693772465945
6.762762762762763,Theory,PKI FCFS,0.26150284629981024
6.762762762762763,Theory,DPKI Upper,0.30801241864980156
6.762762762762763,Theory,DPKI Lower,0.27139693772465945
6.768768768768768,Theory,PKI FCFS,0.26150284629981024
6.768768768768768,Theory,DPKI Upper,0.30801241864980156
6.768768768768768,Theory,DPKI Lower,0.27139693772465945
6.774774774774775,Theory,PKI FCFS,0.26150284629981024
6.774774774774775,Theory,DPKI Upper,0.30801241864980156
6.774774774774775,Theory,DPKI Lower,0.27139693772465945
6.7807807807807805,Theory,PKI FCFS,0.26150284629981024
6.7807807807807805,Theory,DPKI Upper,0.30801241864980156
6.7807807807807805,Theory,DPKI Lower,0.27139693772465945
6.786786786786787,Theory,PKI FCFS,0.26150284629981024
6.786786786786787,Theory,DPKI Upper,0.30801241864980156
6.786786786786787,Theory,DPKI Lower,0.27139693772465945
6.792792792792793,Theory,PKI FCFS,0.26150284629981024
6.792792792792793,Theory,DPKI Upper,0.30801241864980156
6.792792792792793,Theory,DPKI Lower,0.27139693772465945
6.798798798798798,Theory,PKI FCFS,0.26150284629981024
6.798798798798798,Theory,DPKI Upper,0.30801241864980156
6.798798798798798,Theory,DPKI Lower,0.27139693772465945
6.804804804804805,Theory,PKI FCFS,0.26150284629981024
6.804804804804805,Theory,DPKI Upper,0.30801241864980156
6.804804804804805,Theory,DPKI Lower,0.27139693772465945
6.8108108108108105,Theory,PKI FCFS,0.26150284629981024
6.8108108108108105,Theory,DPKI Upper,0.30801241864980156
6.8108108108108105,Theory,DPKI Lower,0.27139693772465945
6.816816816816817,Theory,PKI FCFS,0.26150284629981024
6.816816816816817,Theory,DPKI Upper,0.30801241864980156
6.816816816816817,Theory,DPKI Lower,0.27139693772465945
6.822822822822823,Theory,PKI FCFS,0.26150284629981024
6.822822822822823,Theory,DPKI Upper,0.30801241864980156
6.822822822822823,Theory,DPKI Lower,0.27139693772465945
6.828828828828828,Theory,PKI FCFS,0.26150284629981024
6.828828828828828,Theory,DPKI Upper,0.30801241864980156
6.828828828828828,Theory,DPKI Lower,0.27139693772465945
6.834834834834835,Theory,PKI FCFS,0.26150284629981024
6.834834834834835,Theory,DPKI Upper,0.30801241864980156
6.834834834834835,Theory,DPKI Lower,0.27139693772465945
6.8408408408408405,Theory,PKI FCFS,0.26150284629981024
6.8408408408408405,Theory,DPKI Upper,0.30801241864980156
6.8408408408408405,Theory,DPKI Lower,0.27139693772465945
6.846846846846847,Theory,PKI FCFS,0.26150284629981024
6.846846846846847,Theory,DPKI Upper,0.30801241864980156
6.846846846846847,Theory,DPKI Lower,0.27139693772465945
6.852852852852853,Theory,PKI FCFS,0.26150284629981024
6.852852852852853,Theory,DPKI Upper,0.30801241864980156
