model,kind,count,meanMs,stdMs,cv,cvGapToExp,expKs,p50EmpMs,p50ExpMs,p50AbsErrMs,p90EmpMs,p90ExpMs,p90AbsErrMs,p95EmpMs,p95ExpMs,p95AbsErrMs,maxMs,p99Ms
DPKI,intra-off-chain,300,59.76931833386421,10.874489327708726,0.18194099633134744,0.8180590036686526,0.5381608032782952,55.4381500184536,41.428934487107824,14.009215531345774,76.8264200270176,137.62394141397147,60.79752138695386,80.28190501630307,179.0528759010792,98.77097088477613,99.65249997377396,93.63351302206516
PKI,intra-pki,300,55.53208533326785,11.541027935876375,0.20782630197685806,0.792173698023142,0.5258739895873756,51.1251500248909,38.4919083793689,12.633241645521998,69.65775995850564,127.86735187125585,58.20959191275021,76.7747949898243,166.3592602506247,89.58446526080039,132.15849995613098,87.01843094408511
