epsilon,DPKI_sim,PKI_sim,lambdaTotalMeasured,pManageMeasured,gammaOnChainMeasured,qManageMeasured,muModelOffchainAuthMeasured,lambdaBlockMeasured,lambdaBlockHeightMeasured,lambdaBlockTxConfirmMeanMs,serviceCAs,pkiMuPrimaryAuthMeasured,pkiQManageMeasured,calibrationScope,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho,lambda,runDir,meanBlockMs,configuredLambdaBlock,DPKI_in_bounds,DPKI_minus_lower,DPKI_minus_upper,PKI_abs_error,PKI_signed_error
0.1,0.11799758515411161,,2.0903529997595567,0.1,0.24691358024691357,0.3,16.214435432631397,8.338510540439954,10.007312517278336,117.52698461520366,4,1.0,1.0,Fig6 epsilon measured parameters,0.1354045593589618,0.08078819765602627,2.364627959772859,0.5225882499398892,2.0,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_blockrate_85_r100_blockms_85_lambda_2_r100,85.0,11.764705882352942,True,0.03720938749808535,-0.017406974204850198,,
