sequence,method,from,serializationWaitMs,estimateGasMs,nonceMs,encodeMs,signMs,submitToHashMs,submitAttempts,submitTimeouts,submitAssumedHash,submitAcceptedByError,lastSubmitError,hashToReceiptMs,receiptPolls,lastReceiptPollError,receiptTotalMs,lockHeldMs,totalMs,gasMode,gasEstimate,gasLimit,gasUsed,nonce,blockNumber,transactionIndex,transactionHash,status,error
52,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.00279998779296875,0,0.0009000301361083984,0.21300005912780762,0.5235999822616577,2.1879000663757324,1,0,,,,190.29420006275177,13,,192.48479998111725,3.028299927711487,193.23129999637604,fixed,,800000,221191,93409,4889114,0,0xc3a8525a151d6bb9afd00d2a3a60b5b3bf58d9621b3639338dba78fc27382d6b,true,
53,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.009499907493591309,0,0.001799941062927246,0.4139000177383423,0.7209000587463379,2.2540000677108765,1,0,,,,138.8873999118805,10,,141.1457999944687,3.628700017929077,142.30199992656708,fixed,,800000,221167,53368,4889119,0,0x6d55da299e92c250bee6e43d5883d591d23e3156703c06be526de5a0c66b7784,true,
54,putCertificateAndDomainRoot,0x96b43891Ea648082f4a4117baD280725B913a216,0.005199909210205078,0,0.0017000436782836914,0.18610000610351562,0.47039997577667236,2.7641000747680664,1,0,,,,93.49259996414185,7,,96.26160001754761,3.7197999954223633,96.93320000171661,fixed,,800000,76342,53146,4889129,0,0xca4a80a1bc74d3223d5855f2277e752ba3e3d0875e596cfd0d5ed28a6a829b7b,true,
55,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.003000020980834961,0,0.0009999275207519531,0.21389997005462646,0.46529996395111084,1.9879000186920166,1,0,,,,34.89869999885559,3,,36.89040005207062,2.771299958229065,37.57980000972748,fixed,,800000,221203,53107,4889131,0,0xb81693fd3597484778935c5c0cf4a3571d9308e4a94ff46a56c571ca07071fd1,true,
56,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0033000707626342773,0,0.0011000633239746094,0.4477999210357666,0.5752999782562256,2.101199984550476,1,0,,,,26.450600028038025,3,,28.554700016975403,3.2443000078201294,29.597400069236755,fixed,,800000,221203,93410,4889137,0,0xbcbc7e23cac9c656599f23f1014fb6b64ba770f70a2e8c707a28d6fb1b054f8f,true,
57,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.002599954605102539,0,0.0011000633239746094,0.21390008926391602,0.7106000185012817,2.3135000467300415,1,0,,,,63.766600012779236,5,,66.0842000246048,3.3618000745773315,67.01950001716614,fixed,,800000,221203,53369,4889142,0,0xb1e5b2b77430813bfe860ba9395837b390f9c0d92bf9b77e9421e61edc41c6a3,true,
58,putCertificateAndDomainRoot,0x96b43891Ea648082f4a4117baD280725B913a216,0.0065000057220458984,0,0.001799941062927246,0.18959999084472656,0.47130000591278076,2.763100028038025,1,0,,,,32.78509998321533,3,,35.5518000125885,3.54229998588562,36.23039996623993,fixed,,800000,76354,53147,4889149,0,0x8e44f9a27fb5c6d15631399a3f577139148c14169131fd4e566e6e0ed258e1ee,true,
59,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.003199934959411621,0,0.0010999441146850586,0.23259997367858887,0.4940999746322632,2.15749990940094,1,0,,,,56.216699957847595,5,,58.378000020980835,2.998900055885315,59.117599964141846,fixed,,800000,221203,53108,4889152,0,0x0d51caed5cae2c9587afd3774424d9a502f146eb1eb58013ac8496795ec27af0,true,
60,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0027000904083251953,0,0.0009999275207519531,0.3263000249862671,0.5564000606536865,2.098299980163574,1,0,,,,56.900399923324585,5,,59.00160002708435,3.0900999307632446,59.89620006084442,fixed,,800000,221203,93411,4889161,0,0x59f93f533f967780f3c4ec23d1d1826ec74dc2c8b2e12dbe65974e685d7693f9,true,
61,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0032999515533447266,0,0.0012999773025512695,0.2245999574661255,0.48170006275177,1.8281999826431274,1,0,,,,145.1926999092102,10,,147.02389991283417,2.64110004901886,147.75379991531372,fixed,,800000,221167,53370,4889166,0,0x12d197ff665b068aeee849cb3298ae8108ea1242dcef8f8b94c0d88dac7c07d8,true,
