epsilon,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho,DPKI_sim,PKI_sim
0.1,3.7865916809514433,1.5104552878369768,1.8568492660323368,0.16919561796229615,0.605525758011341,0.0033035149788856
0.10404040404040404,3.8319929146737617,1.515971879642345,1.8694964969178163,0.16919561796229615,,
0.10808080808080808,3.8778585238376615,1.5215747731400961,1.8821437278032962,0.16919561796229615,,
0.11212121212121212,3.924193739670497,1.5272651736464453,1.894790958688776,0.16919561796229615,,
0.11616161616161616,3.9710038912995094,1.5330443090389712,1.9074381895742556,0.16919561796229615,,
0.1202020202020202,4.018294408052564,1.5389134302867646,1.920085420459735,0.16919561796229615,,
0.12424242424242425,4.066070821824058,1.5448738119955943,1.9327326513452148,0.16919561796229615,,
0.12828282828282828,4.114338769508219,1.5509267529685964,1.9453798822306942,0.16919561796229615,,
0.13232323232323234,4.163103995501974,1.5570735767830048,1.9580271131161742,0.16919561796229615,,
0.13636363636363635,4.2123723542797835,1.5633156323834558,1.9706743440016539,0.16919561796229615,,
0.14040404040404042,4.262149813042833,1.5696542946924321,1.9833215748871336,0.16919561796229615,,
0.14444444444444446,4.312442454445093,1.5760909652384196,1.995968805772613,0.16919561796229615,,
0.1484848484848485,4.363256479398902,1.5826270728023863,2.0086160366580925,0.16919561796229615,,
0.15,,,,,0.6767175964832306,0.0039509120130538
0.15252525252525254,4.414598209962737,1.5892640740832038,2.0212632675435724,0.16919561796229615,,
0.15656565656565657,4.4664740923140425,1.596003454382666,2.0339104984290524,0.16919561796229615,,
0.1606060606060606,4.5188906998100276,1.6028467283107806,2.046557729314532,0.16919561796229615,,
0.16464646464646465,4.571854736139494,1.6097954405120358,2.0592049602000113,0.16919561796229615,,
0.1686868686868687,4.625373038568861,1.6168511664133745,2.0718521910854912,0.16919561796229615,,
0.17272727272727273,4.679452581285706,1.6240155129946383,2.0844994219709703,0.16919561796229615,,
0.17676767676767677,4.734100478843222,1.6312901195822673,2.09714665285645,0.16919561796229615,,
0.1808080808080808,4.789323989709204,1.6386766586670867,2.10979388374193,0.16919561796229615,,
0.18484848484848487,4.845130519923263,1.6461768367470295,2.12244111462741,0.16919561796229615,,
0.18888888888888888,4.901527626866118,1.653792395195693,2.135088345512889,0.16919561796229615,,
0.19292929292929295,4.958523023145048,1.6615251111576539,2.147735576398369,0.16919561796229615,,
0.19696969696969696,5.016124580599643,1.6693767984715113,2.160382807283849,0.16919561796229615,,
0.2,,,,,0.6981750924754143,0.0038300495004653
0.20101010101010103,5.074340334432254,1.677349308621661,2.173030038169329,0.16919561796229615,,
0.20505050505050504,5.133178487467697,1.6854445317198548,2.1856772690548083,0.16919561796229615,,
0.2090909090909091,5.192647414546938,1.6936643975176335,2.198324499940288,0.16919561796229615,,
0.21313131313131314,5.252755667059707,1.7020108764507749,2.2109717308257677,0.16919561796229615,,
0.21717171717171718,5.313511977621209,1.7104859807169461,2.223618961711247,0.16919561796229615,,
0.22121212121212122,5.374925264898264,1.7190917653877889,2.2362661925967267,0.16919561796229615,,
0.22525252525252526,5.437004638590539,1.7278303295567428,2.2489134234822066,0.16919561796229615,,
0.2292929292929293,5.4997594045726546,1.7367038175239418,2.2615606543676865,0.16919561796229615,,
0.23333333333333334,5.5631990702033,1.745714420019591,2.2742078852531655,0.16919561796229615,,
0.23737373737373738,5.627333349807707,1.7548643754672981,2.2868551161386454,0.16919561796229615,,
0.24141414141414141,5.69217217034012,1.7641559712888715,2.299502347024125,0.16919561796229615,,
0.24545454545454545,5.757725677233196,1.7735915452522062,2.312149577909605,0.16919561796229615,,
0.2494949494949495,5.824004240441594,1.7831734868639044,2.3247968087950848,0.16919561796229615,,
0.25,,,,,0.9599858679914476,0.0061837570047378
0.2535353535353535,5.89101846068726,1.7929042388083851,2.3374440396805642,0.16919561796229615,,
0.25757575757575757,5.958779175914393,1.8027862984353027,2.3500912705660437,0.16919561796229615,,
0.26161616161616164,6.02729746796226,1.81282221929717,2.3627385014515236,0.16919561796229615,,
0.2656565656565657,6.096584669464544,1.8230146127391804,2.375385732337003,0.16919561796229615,,
0.2696969696969697,6.166652370984238,1.8333661495433085,2.3880329632224826,0.16919561796229615,,
0.2737373737373737,6.237512428393504,1.8438795616288581,2.4006801941079625,0.16919561796229615,,
0.2777777777777778,6.309176970508378,1.8545576438117353,2.4133274249934424,0.16919561796229615,,
0.28181818181818186,6.381658406988652,1.8654032556248277,2.425974655878922,0.16919561796229615,,
0.28585858585858587,6.454969436513728,1.8764193232019775,2.4386218867644014,0.16919561796229615,,
0.2898989898989899,6.529123055245756,1.8876088412281535,2.451269117649881,0.16919561796229615,,
0.29393939393939394,6.604132565591946,1.8989748749585618,2.463916348535361,0.16919561796229615,,
0.297979797979798,6.680011585278373,1.9105205623095374,2.4765635794208407,0.16919561796229615,,
0.3,,,,,1.0142161215186118,0.0085948385000228
0.302020202020202,6.756774056748387,1.9222491160242334,2.48921081030632,0.16919561796229615,,
0.30606060606060603,6.834434256899154,1.9341638259162282,2.5018580411917997,0.16919561796229615,,
0.3101010101010101,6.91300680717067,1.9462680611943557,2.5145052720772796,0.16919561796229615,,
0.31414141414141417,6.9925066840022065,1.9585652728721974,2.527152502962759,0.16919561796229615,,
0.3181818181818182,7.0729492296718774,1.9710589962658704,2.539799733848239,0.16919561796229615,,
0.3222222222222222,7.154350163535844,1.9837528535838924,2.5524469647337185,0.16919561796229615,,
0.32626262626262625,7.23672559368441,1.9966505566131203,2.565094195619198,0.16919561796229615,,
0.3303030303030303,7.320092029033188,2.00975590950494,2.577741426504678,0.16919561796229615,,
0.3343434343434344,7.404466391868386,2.023072811666107,2.5903886573901573,0.16919561796229615,,
0.3383838383838384,7.489866030866272,2.0366052607588423,2.6030358882756373,0.16919561796229615,,
0.3424242424242424,7.576308734607794,2.0503573558150388,2.6156831191611167,0.16919561796229615,,
0.3464646464646465,7.66381274561054,2.0643333004696736,2.6283303500465967,0.16919561796229615,,
0.35,,,,,1.0378371275138851,0.0104230499958992
0.35050505050505054,7.752396774901214,2.078537406318782,2.6409775809320766,0.16919561796229615,,
0.3545454545454545,7.842080017153172,2.092974096407625,2.6536248118175556,0.16919561796229615,,
0.35858585858585856,7.932882166414647,2.107647908854987,2.6662720427030355,0.16919561796229615,,
0.36262626262626263,8.02482343245478,2.1225635006198296,2.678919273588515,0.16919561796229615,,
0.3666666666666667,8.11792455775598,2.1377256514168774,2.691566504473995,0.16919561796229615,,
0.37070707070707076,8.212206835182567,2.1531392677880485,2.7042137353594744,0.16919561796229615,,
0.3747474747474747,8.307692126357335,2.1688093873370153,2.716860966244954,0.16919561796229615,,
0.3787878787878788,8.404402880779392,2.1847411831345687,2.7295081971304334,0.16919561796229615,,
0.38282828282828285,8.502362155718307,2.2009399683028796,2.7421554280159133,0.16919561796229615,,
0.3868686868686869,8.601593636921702,2.2174112007872018,2.754802658901393,0.16919561796229615,,
0.3909090909090909,8.702121660175221,2.2341604883239934,2.7674498897868727,0.16919561796229615,,
0.39494949494949494,8.803971233756245,2.251193593614984,2.780097120672352,0.16919561796229615,,
0.398989898989899,8.907168061824798,2.2685164397171995,2.7927443515578325,0.16919561796229615,,
0.4,,,,,1.5097344670033457,0.0105426865005493
0.40303030303030307,9.011738568797544,2.2861351156595315,2.8053915824433115,0.16919561796229615,,
0.407070707070707,9.117709924753544,2.3040558822970554,2.8180388133287915,0.16919561796229615,,
0.4111111111111111,9.225110071923034,2.322285178414904,2.8306860442142714,0.16919561796229615,,
0.41515151515151516,9.3339677523134,2.3408296270942053,2.843333275099751,0.16919561796229615,,
0.4191919191919192,9.444312536529852,2.3596960423533044,2.855980505985231,0.16919561796229615,,
0.4232323232323232,9.556174853851395,2.3788914360782583,2.86862773687071,0.16919561796229615,,
0.42727272727272725,9.66958602362647,2.3984230252574132,2.8812749677561897,0.16919561796229615,,
0.4313131313131313,9.78457828805612,2.4182982395357353,2.893922198641669,0.16919561796229615,,
0.4353535353535354,9.901184846437024,2.438524729105515,2.906569429527149,0.16919561796229615,,
0.43939393939393945,10.019439890940557,2.459110372951053,2.9192166604126286,0.16919561796229615,,
0.4434343434343434,10.139378644009037,2.4800632874659745,2.931863891298108,0.16919561796229615,,
0.44747474747474747,10.261037397455029,2.5013918354629987,2.9445111221835876,0.16919561796229615,,
0.45,,,,,1.4422322439789772,0.0069111565113067
0.45151515151515154,10.384453553354795,2.523104635597139,2.957158353069068,0.16919561796229615,,
0.4555555555555556,10.509665666832849,2.5452105722246694,2.9698055839545474,0.16919561796229615,,
0.45959595959595956,10.636713490840318,2.5677188057215377,2.9824528148400273,0.16919561796229615,,
0.4636363636363636,10.76563802303642,2.590638783286394,2.995100045725507,0.16919561796229615,,
0.4676767676767677,10.896481554889087,2.613980250255008,3.0077472766109867,0.16919561796229615,,
0.47171717171717176,11.029287723118454,2.637753261954536,3.020394507496466,0.16919561796229615,,
0.4757575757575757,11.164101563614539,2.6619681961279325,3.0330417383819457,0.16919561796229615,,
0.4797979797979798,11.300969567969073,2.686635765960756,3.0456889692674256,0.16919561796229615,,
0.48383838383838385,11.439939742770644,2.711767033744727,3.058336200152905,0.16919561796229615,,
0.4878787878787879,11.581061671821935,2.737373425214627,3.0709834310383854,0.16919561796229615,,
0.491919191919192,11.724386581448478,2.763466744597605,3.083630661923865,0.16919561796229615,,
0.49595959595959593,11.869967409079711,2.7900591904165144,3.0962778928093444,0.16919561796229615,,
0.5,12.017858875295115,2.817163372091718,3.108925123694824,0.16919561796229615,1.2603978495049477,0.0075868890023231
