epsilon,DPKI_lower_theory,DPKI_sim,DPKI_upper_theory,DPKI_inside_bounds,PKI_theory,PKI_sim,PKI_abs_error,DPKI_minus_PKI
0.1,0.46041778023191227,0.1073857811488336,0.5883951848481703,False,0.19371198400176937,,,
