epsilon,DPKI_upper_theory,DPKI_lower_theory,PKI_theory,PKI_rho
0.1,0.20793621803678228,0.036228242142072604,0.0405225654025028,0.04565383675202242
0.10404040404040404,0.21021546120692544,0.03628833061953908,0.04075743198398612,0.04565383675202242
0.10808080808080808,0.21249947150350934,0.03634860201312444,0.04099229856546944,0.04565383675202242
0.11212121212121212,0.2147882550096431,0.03640905670875225,0.04122716514695276,0.04565383675202242
0.11616161616161616,0.21708181782556044,0.036469695093432425,0.041462031728436086,0.04565383675202242
0.1202020202020202,0.21938016606867994,0.036530517555265214,0.0416968983099194,0.04565383675202242
0.12424242424242425,0.22168330587366553,0.0365915244834449,0.041931764891402726,0.04565383675202242
0.12828282828282828,0.2239912433924875,0.03665271626826371,0.04216663147288604,0.04565383675202242
0.13232323232323234,0.22630398479448344,0.036714093301115726,0.042401498054369366,0.04565383675202242
0.13636363636363635,0.2286215362664194,0.0367756559745007,0.042636364635852686,0.04565383675202242
0.14040404040404042,0.230943904012552,0.03683740468202802,0.042871231217336006,0.04565383675202242
0.14444444444444446,0.23327109425468964,0.03689933981842063,0.043106097798819326,0.04565383675202242
0.1484848484848485,0.23560311323225516,0.036961461779518964,0.043340964380302646,0.04565383675202242
0.15252525252525254,0.23793996720234772,0.03702377096228483,0.043575830961785966,0.04565383675202242
0.15656565656565657,0.2402816624398059,0.03708626776480553,0.043810697543269286,0.04565383675202242
0.1606060606060606,0.24262820523727036,0.03714895258629774,0.044045564124752606,0.04565383675202242
0.16464646464646465,0.24497960190524692,0.037211825827111515,0.044280430706235926,0.04565383675202242
0.1686868686868687,0.2473358587721704,0.03727488788873442,0.04451529728771925,0.04565383675202242
0.17272727272727273,0.24969698218446787,0.03733813917379544,0.04475016386920257,0.04565383675202242
0.17676767676767677,0.25206297850662296,0.037401580086069114,0.04498503045068589,0.04565383675202242
0.1808080808080808,0.25443385412124003,0.03746521103047964,0.045219897032169214,0.04565383675202242
0.18484848484848487,0.2568096154291087,0.037529032413104846,0.045454763613652534,0.04565383675202242
0.18888888888888888,0.25919026884926843,0.037593044641180455,0.045689630195135854,0.04565383675202242
0.19292929292929295,0.2615758208190742,0.037657248123104115,0.045924496776619174,0.04565383675202242
0.19696969696969696,0.2639662777942613,0.03772164326843957,0.046159363358102494,0.04565383675202242
0.20101010101010103,0.2663616462490111,0.03778623048792082,0.046394229939585814,0.04565383675202242
0.20505050505050504,0.2687619326760173,0.037851010193456346,0.04662909652106914,0.04565383675202242
0.2090909090909091,0.2711671435865519,0.03791598279813324,0.04686396310255246,0.04565383675202242
0.21313131313131314,0.27357728551053156,0.03798114871622148,0.04709882968403578,0.04565383675202242
0.21717171717171718,0.2759923649965846,0.03804650836317814,0.0473336962655191,0.04565383675202242
0.22121212121212122,0.2784123886121181,0.03811206215565165,0.047568562847002414,0.04565383675202242
0.22525252525252526,0.2808373629433849,0.03817781051148608,0.04780342942848574,0.04565383675202242
0.2292929292929293,0.2832672945955519,0.03824375384972541,0.04803829600996906,0.04565383675202242
0.23333333333333334,0.28570219019276727,0.03830989259061788,0.04827316259145238,0.04565383675202242
0.23737373737373738,0.2881420563782294,0.03837622715562025,0.0485080291729357,0.04565383675202242
0.24141414141414141,0.29058689981425484,0.03844275796740223,0.04874289575441902,0.04565383675202242
0.24545454545454545,0.29303672718234725,0.03850948544985078,0.04897776233590234,0.04565383675202242
0.2494949494949495,0.2954915451832668,0.038576410028074534,0.04921262891738566,0.04565383675202242
0.2535353535353535,0.2979513605370995,0.038643532128408195,0.04944749549886898,0.04565383675202242
0.25757575757575757,0.3004161799833265,0.03871085217841693,0.0496823620803523,0.04565383675202242
0.26161616161616164,0.30288601028089474,0.03877837060690088,0.04991722866183563,0.04565383675202242
0.2656565656565657,0.30536085820828696,0.03884608784389954,0.05015209524331895,0.04565383675202242
0.2696969696969697,0.307840730563592,0.0389140043206963,0.05038696182480227,0.04565383675202242
0.2737373737373737,0.31032563416457687,0.038982120469822926,0.05062182840628559,0.04565383675202242
0.2777777777777778,0.3128155758487566,0.03905043672506405,0.05085669498776891,0.04565383675202242
0.28181818181818186,0.31531056247346634,0.03911895352146177,0.05109156156925223,0.04565383675202242
0.28585858585858587,0.31781060091593394,0.03918767129532018,0.05132642815073555,0.04565383675202242
0.2898989898989899,0.32031569807335086,0.0392565904842099,0.05156129473221887,0.04565383675202242
0.29393939393939394,0.3228258608629458,0.03932571152697279,0.05179616131370219,0.04565383675202242
0.297979797979798,0.32534109622205654,0.039395034863726454,0.05203102789518551,0.04565383675202242
0.302020202020202,0.32786141110820416,0.03946456093586895,0.05226589447666883,0.04565383675202242
0.30606060606060603,0.33038681249916546,0.039534290186083405,0.05250076105815215,0.04565383675202242
0.3101010101010101,0.33291730739304726,0.039604223058342755,0.05273562763963548,0.04565383675202242
0.31414141414141417,0.3354529028083604,0.03967435999791435,0.0529704942211188,0.04565383675202242
0.3181818181818182,0.3379936057840941,0.039744701451364786,0.05320536080260212,0.04565383675202242
0.3222222222222222,0.3405394233797909,0.03981524786656457,0.05344022738408544,0.04565383675202242
0.32626262626262625,0.34309036267562143,0.03988599969269291,0.05367509396556876,0.04565383675202242
0.3303030303030303,0.3456464307724601,0.039956957380242485,0.053909960547052084,0.04565383675202242
0.3343434343434344,0.34820763479196065,0.04002812138102429,0.0541448271285354,0.04565383675202242
0.3383838383838384,0.350773981876632,0.040099492148172385,0.05437969371001872,0.04565383675202242
0.3424242424242424,0.35334547918991555,0.04017107013614883,0.054614560291502044,0.04565383675202242
0.3464646464646465,0.3559221339162606,0.04024285580074849,0.054849426872985364,0.04565383675202242
0.35050505050505054,0.35850395326120255,0.04031484959910395,0.055084293454468684,0.04565383675202242
0.3545454545454545,0.3610909444514394,0.0403870519896904,0.055319160035952,0.04565383675202242
0.35858585858585856,0.3636831147349106,0.040459463432330645,0.055554026617435324,0.04565383675202242
0.36262626262626263,0.36628047138087405,0.04053208438819994,0.055788893198918645,0.04565383675202242
0.3666666666666667,0.3688830216799851,0.04060491531983107,0.056023759780401965,0.04565383675202242
0.37070707070707076,0.3714907729443752,0.0406779566911193,0.05625862636188529,0.04565383675202242
0.3747474747474747,0.37410373250773116,0.04075120896732739,0.056493492943368605,0.04565383675202242
0.3787878787878788,0.3767219077253746,0.04082467261509068,0.056728359524851925,0.04565383675202242
0.38282828282828285,0.37934530597434163,0.0408983481024221,0.056963226106335245,0.04565383675202242
0.3868686868686869,0.3819739346534631,0.04097223589871731,0.05719809268781857,0.04565383675202242
0.3909090909090909,0.3846078011834454,0.04104633647475975,0.05743295926930189,0.04565383675202242
0.39494949494949494,0.3872469130069512,0.04112065030272584,0.057667825850785205,0.04565383675202242
0.398989898989899,0.3898912775886803,0.04119517785619009,0.05790269243226854,0.04565383675202242
0.40303030303030307,0.3925409024154519,0.041269919610130296,0.058137559013751845,0.04565383675202242
0.407070707070707,0.3951957949962862,0.04134487604093272,0.05837242559523517,0.04565383675202242
0.4111111111111111,0.39785596286248737,0.041420047626397345,0.0586072921767185,0.04565383675202242
0.41515151515151516,0.40052141356772497,0.04149543484574313,0.05884215875820181,0.04565383675202242
0.4191919191919192,0.40319215468811864,0.041571038179613225,0.05907702533968514,0.04565383675202242
0.4232323232323232,0.4058681938223201,0.041646858110080315,0.05931189192116845,0.04565383675202242
0.42727272727272725,0.4085495385915981,0.04172289512065193,0.05954675850265178,0.04565383675202242
0.4313131313131313,0.411236196639922,0.041799149696275774,0.05978162508413509,0.04565383675202242
0.4353535353535354,0.4139281756340466,0.041875622323345116,0.06001649166561842,0.04565383675202242
0.43939393939393945,0.4166254832635972,0.04195231348970416,0.06025135824710174,0.04565383675202242
0.4434343434343434,0.4193281272411541,0.04202922368465341,0.06048622482858506,0.04565383675202242
0.44747474747474747,0.4220361153023399,0.04210635339895525,0.06072109141006837,0.04565383675202242
0.45151515151515154,0.42474945520590424,0.04218370312483927,0.0609559579915517,0.04565383675202242
0.4555555555555556,0.4274681547338109,0.0422612733560078,0.06119082457303502,0.04565383675202242
0.45959595959595956,0.43019222169132415,0.04233906458764142,0.06142569115451835,0.04565383675202242
0.4636363636363636,0.4329216639070972,0.04241707731640453,0.06166055773600166,0.04565383675202242
0.4676767676767677,0.4356564892332586,0.04249531204045087,0.06189542431748499,0.04565383675202242
0.47171717171717176,0.4383967055455008,0.042573769259429094,0.06213029089896831,0.04565383675202242
0.4757575757575757,0.44114232074316856,0.04265244947448843,0.06236515748045163,0.04565383675202242
0.4797979797979798,0.4438933427493483,0.042731353188284305,0.06260002406193496,0.04565383675202242
0.48383838383838385,0.44664977951095636,0.04281048090498398,0.06283489064341827,0.04565383675202242
0.4878787878787879,0.4494116389988295,0.042889833130272254,0.0630697572249016,0.04565383675202242
0.491919191919192,0.4521789292078148,0.04296941037135718,0.06330462380638492,0.04565383675202242
