epsilon,model,kind,count,originalLatencyMs,originalServiceMs,figLatencyMs,figServiceMs,figQueueMs,figCompensationMs,p,runDir
0.1,DPKI,cross-domain,110,137.12160796067937,128.39897818294438,135.6564825072083,126.93385272947225,8.72262977773604,0.0,0.45,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p45_r2000
0.1,DPKI,intra-off-chain,693,65.15600230795309,65.15600230795309,63.63103145885605,63.63103145885605,0.0,0.0,0.45,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p45_r2000
0.1,DPKI,intra-on-chain,297,132.034252025394,125.66800841759351,130.43941431387768,124.07317070607786,6.366243607799841,0.0,0.45,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p45_r2000
0.1,DPKI,management,900,288.9294303800708,283.6018875566456,220.46395293395182,215.1364101105266,5.327542823425192,0.0,0.45,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p45_r2000
0.1,PKI,cross-domain,110,204.6232159960053,199.0800018213012,209.70852113791062,197.17101999412884,5.448779633781747,7.088721510000002,0.45,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p45_r2000
0.1,PKI,intra-pki,990,70.55407558754949,58.418460201073174,72.80703574984256,57.91305999990666,12.00889818993591,2.8850775599999996,0.45,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p45_r2000
0.1,PKI,management,900,167.41957650080673,165.5138194445769,166.3861404725283,164.4816462212801,1.9044942512481875,0.0,0.45,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p45_r2000
0.1,DPKI,cross-domain,100,133.0312193495919,124.24861500382423,131.392682341425,122.61007799565792,8.782604345767067,0.0,0.5,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p5_r2000
0.1,DPKI,intra-off-chain,630,64.96794857307086,64.96794857307086,63.45167539526546,63.45167539526546,0.0,0.0,0.5,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p5_r2000
0.1,DPKI,intra-on-chain,270,134.52551707018765,126.31174111101362,132.9442907745124,124.73051481533933,8.213775959173088,0.0,0.5,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p5_r2000
0.1,DPKI,management,1000,284.00430560033243,278.179979398787,217.83286500106956,212.0085387995243,5.824326201545251,0.0,0.5,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p5_r2000
0.1,PKI,cross-domain,100,210.36250083793834,199.7646129977703,215.37263735147621,197.83312800228595,10.450787839190234,7.088721510000002,0.5,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p5_r2000
0.1,PKI,intra-pki,900,72.80115963918635,58.869073666731516,75.09715948237255,58.36232377827167,13.849758144100884,2.8850775599999996,0.5,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p5_r2000
0.1,PKI,management,1000,168.75990740828217,166.85838110047578,167.71435107965746,165.8429744964242,1.8713765832332792,0.0,0.5,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and--platform-\dpki-experiment-prototype\outputs\real_sweeps\p_experiment\final_r2000_p_0p5_r2000
