dataKind,lambda,DPKI_upper_bound,DPKI_lower_bound,DPKI_experimental,epsilon,lambdaTotalMeasured,pManageMeasured,gammaOnChainMeasured,qManageMeasured,muModelOffchainAuthMeasured,lambdaBlockMeasured,lambdaBlockHeightMeasured,lambdaBlockTxConfirmMeanMs,serviceCAs,calibrationScope,runDir,meanBlockMs,configuredLambdaBlock
measured_point,2.0,0.11941559103020058,0.07831350879213159,0.10549478099465369,0.1,2.2545041474196985,0.1,0.19753086419753085,0.3,16.643383428988255,9.918851933927794,11.54221534050161,98.80175715173993,4.0,Fig6 epsilon measured parameters,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_blockrate_80_70_r100_blockms_70_lambda_2_r100,70.0,14.285714285714286
measured_point,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,0.1,2.0903529997595567,0.1,0.19753086419753085,0.3,15.631755098704389,10.180023476252138,11.376438282561775,96.26696856703077,4.0,Fig6 epsilon measured parameters,C:\Users\admin\Desktop\Blockchain_based DPKI platform\DPKI-and-DID-platform-Lenovo\chain33-dpki-real-experiment\outputs\real_sweeps\lambda_experiment\scout_blockrate_80_70_r100_blockms_80_lambda_2_r100,80.0,12.5
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
plot_curve,2.0,0.12329123806022318,0.08331940419178249,0.10639619600892067,,,,,,,,,,,,,80.0,
